"sep=,"
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/include/sm/tailq.h.xml,SM_TAILQ_H_
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/include/sm/test.h.xml,SM_TEST_H;__STDC__;__cplusplus
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/include/sm/time.h.xml,SM_TIME_H;timeradd;timercmp;timersub
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/include/sm/types.h.xml,SM_CONF_LONGLONG;SM_CONF_QUAD_T;SM_CONF_SSIZE_T;SM_CONF_UID_GID;SM_TYPES_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/include/sm/varargs.h.xml,SM_VARARGS_H;__STDC__;__cplusplus;__va_copy;va_copy
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/include/sm/xtrap.h.xml,SM_DEBUG_CHECK;SM_XTRAP_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libmilter/comm.c.xml,_FFR_ADD_NULL
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libmilter/engine.c.xml,CI_CONNECT;CI_DATA;CI_ENVFROM;CI_ENVRCPT;CI_EOH;CI_EOM;CI_HELO;CI_LAST;MAX_MACROS_ENTRIES;NETINET;NETINET6;NETUNIX;SM_CONF_POLL;_FFR_MDS_NEGOTIATE;_FFR_MILTER_CHECK;_FFR_WORKERS_POOL
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libmilter/example.c.xml,true
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libmilter/handler.c.xml,_FFR_WORKERS_POOL
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libmilter/libmilter.h.xml,MI_SOMAXCONN;SM_ASSERT;SM_CONF_POLL;SOMAXCONN;_DEFINE;_FFR_THREAD_MONITOR;_FFR_WORKERS_POOL;_LIBMILTER_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libmilter/listener.c.xml,BROKEN_PTHREAD_SLEEP;BSD4_4_SOCKADDR;EAGAIN;ECONNABORTED;EMFILE;ENFILE;ENOBUFS;ENOMEM;ENOSR;EWOULDBLOCK;NETINET;NETINET6;NETUNIX;NO_GETSERVBYNAME;SM_CONF_POLL;S_ISSOCK;_FFR_DUP_FD;_FFR_WORKERS_POOL
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libmilter/main.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libmilter/monitor.c.xml,_FFR_THREAD_MONITOR
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libmilter/signal.c.xml,SIGWAIT_TAKES_1_ARG
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libmilter/sm_gethost.c.xml,ADDRCONFIG_IS_BROKEN;AI_ADDRCONFIG;AI_ALL;AI_DEFAULT;NEEDSGETIPNODE;NETINET;NETINET6;SM_IPNODEBYNAME_FLAGS;SOLARIS;__svr4;sony_news
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libmilter/smfi.c.xml,SM_VA_STD
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libmilter/worker.c.xml,MIN_WORKERS;OLD_SESSION_TIMEOUT;POOL_DEBUG;USE_PIPE_WAKE_POLL;_FFR_WORKERS_POOL
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/assert.c.xml,SIGSTOP;SM_VA_STD
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/b-strcmp.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/b-strl.c.xml,SM_CONF_STRL
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/cf.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/clock.c.xml,HAVE_NANOSLEEP;SLEEP_T;SM_CONF_SETITIMER;_FFR_MAX_SLEEP_TIME;_FFR_SLEEP_USE_SELECT;sigmask
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/clrerr.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/sendmail-8.15.2/_cppstats_featurelocations/libsm/config.c.xml,DO_NOT_USE_STRCPY;HASUNSETENV;NEEDPUTENV;SM_CONF_BROKEN_STRTOD;SM_CONF_GETOPT;SM_CONF_LDAP_INITIALIZE;SM_CONF_LDAP_MEMFREE;SM_CONF_LONGLONG;SM_CONF_MEMCHR;SM_CONF_MSG;SM_CONF_QUAD_T;SM_CONF_SEM;SM_CONF_SETITIMER;SM_CONF_SHM;SM_CONF_SHM_DELAY;SM_CONF_SIGSETJMP;SM_CONF_SSIZE_T;SM_CONF_STDBOOL_H;SM_CONF_STDDEF_H;SM_CONF_STRL;SM_CONF_SYSEXITS_H;SM_CONF_SYS_CDEFS_H;SM_CONF_UID_GID;SM_HEAP_CHECK;SM_OS_NAME;SM_VA_STD;USEKSTAT;USEPROCMEMINFO;USESWAPCTL;__STDC__
