project,language,loc,features,variability_impl_technology,method,recall,precision,fmeasure,performance
Elevator_C,c,877,5,featurehouse,Neural networks,0.875,0.49999999999999994,0.6363636363636362,0.22365808486938477
Elevator_C,c,877,5,featurehouse,Classic vector model,0.875,0.49999999999999994,0.6363636363636362,0.0045909881591796875
Elevator_C,c,877,5,featurehouse,BM25,0.875,0.49999999999999994,0.6363636363636362,0.029082059860229492
Elevator_C,c,877,5,featurehouse,Latent semantic indexing,1.0,0.2657828282828283,0.4199501246882793,0.2885150909423828
Elevator_C,c,877,5,featurehouse,Extended boolean,0.875,0.49999999999999994,0.6363636363636362,0.22326087951660156
Arithmetic_Expression_Evaluator,haskell,460,16,cide,Extended boolean,0.5833333333333334,1.0,0.7368421052631579,1.0269529819488525
Arithmetic_Expression_Evaluator,haskell,460,16,cide,Classic vector model,0.5909090909090909,1.0,0.7428571428571429,0.0038421154022216797
Arithmetic_Expression_Evaluator,haskell,460,16,cide,BM25,0.5909090909090909,1.0,0.7428571428571429,0.01005101203918457
Arithmetic_Expression_Evaluator,haskell,460,16,cide,Latent semantic indexing,0.875,0.9375,0.9051724137931034,1.0762429237365723
Arithmetic_Expression_Evaluator,haskell,460,16,cide,Neural networks,0,0,0,1.4026410579681396
DesktopSearcher,java,3779,15,ahead,Extended boolean,0.6474358974358976,0.35759849906191365,0.46072473930972424,5.2206971645355225
DesktopSearcher,java,3779,15,ahead,Classic vector model,0.7440476190476192,0.33470125177442245,0.4617083293635246,2.039792060852051
DesktopSearcher,java,3779,15,ahead,BM25,0.7440476190476192,0.3348568695770991,0.4618563721950421,2.0921900272369385
DesktopSearcher,java,3779,15,ahead,Latent semantic indexing,0.7777777777777779,0.11344297282512383,0.19800576512326637,15.044119834899902
DesktopSearcher,java,3779,15,ahead,Neural networks,0.7261904761904763,0.3338468803422209,0.4574110969134404,5.617325782775879
MinePump_Java,java,580,6,featurehouse,Neural networks,0.75,0.23769841269841266,0.3609883487344315,0.06801295280456543
MinePump_Java,java,580,6,featurehouse,Classic vector model,0.75,0.23769841269841266,0.3609883487344315,0.0058858394622802734
MinePump_Java,java,580,6,featurehouse,BM25,0.75,0.23769841269841266,0.3609883487344315,0.02844381332397461
MinePump_Java,java,580,6,featurehouse,Latent semantic indexing,0.8333333333333334,0.09679038281979459,0.1734363955010687,0.1521751880645752
MinePump_Java,java,580,6,featurehouse,Extended boolean,0.75,0.23769841269841266,0.3609883487344315,0.13006806373596191
BankAccountv2,java,95,8,featurehouse,Neural networks,0.9083333333333333,0.5861607142857144,0.7125211590162303,1.3558349609375
BankAccountv2,java,95,8,featurehouse,Classic vector model,0.9083333333333333,0.5882211538461539,0.714041334261391,0.012540102005004883
BankAccountv2,java,95,8,featurehouse,BM25,0.9083333333333333,0.5861607142857144,0.7125211590162303,0.22963500022888184
BankAccountv2,java,95,8,featurehouse,Latent semantic indexing,0.9083333333333333,0.2504497354497355,0.39263922499733656,1.4972469806671143
BankAccountv2,java,95,8,featurehouse,Extended boolean,0.8833333333333334,0.590625,0.7079151943462897,1.506805181503296
Lampiro,java,45000,17,cide,Extended boolean,0.8888888888888888,0.24601257572272062,0.3853688657661563,247.3442771434784
Lampiro,java,45000,17,cide,Classic vector model,0.9230769230769231,0.18295884871971826,0.3053881175136991,134.77894592285156
Lampiro,java,45000,17,cide,BM25,0.9230769230769231,0.18371667201275285,0.30644308220038785,132.14538717269897
Lampiro,java,45000,17,cide,Latent semantic indexing,0.9852941176470589,0.054960029011221004,0.10411262183270381,352.4048080444336
Lampiro,java,45000,17,cide,Neural networks,0.9230769230769231,0.18295884871971826,0.3053881175136991,251.12127900123596
NetBot,cs,1579,4,featurehouse,Extended boolean,1.0,0.7083333333333333,0.8292682926829268,0.17557096481323242
NetBot,cs,1579,4,featurehouse,Classic vector model,1.0,0.5083333333333333,0.6740331491712707,0.018944978713989258
NetBot,cs,1579,4,featurehouse,BM25,1.0,0.571969696969697,0.727710843373494,0.06090688705444336
NetBot,cs,1579,4,featurehouse,Latent semantic indexing,1.0,0.26365546218487396,0.4172901080631754,0.3924407958984375
NetBot,cs,1579,4,featurehouse,Neural networks,0.95,0.7083333333333333,0.8115577889447236,0.3151888847351074
Mobile_RSS_Reader,java,20000,27,cide,Neural networks,0.7800617283950617,0.4616080218929117,0.5799976222587339,134.77538585662842
Mobile_RSS_Reader,java,20000,27,cide,Classic vector model,0.740517094017094,0.45230803457920166,0.5615941906947077,72.3824028968811
Mobile_RSS_Reader,java,20000,27,cide,BM25,0.7635940170940171,0.46412496265872616,0.577335775556003,71.32286787033081
Mobile_RSS_Reader,java,20000,27,cide,Latent semantic indexing,0.9968027856916746,0.08475079092948724,0.1562193983066574,267.47436118125916
Mobile_RSS_Reader,java,20000,27,cide,Extended boolean,0.7800617283950617,0.4616080218929117,0.5799976222587339,146.7372341156006
Chat_HyperJ,java,758,3,hyperj,Neural networks,1.0,0.2845410628019323,0.4430236931177134,0.5598349571228027
Chat_HyperJ,java,758,3,hyperj,Classic vector model,1.0,0.2845410628019323,0.4430236931177134,0.009412050247192383
Chat_HyperJ,java,758,3,hyperj,BM25,1.0,0.2845410628019323,0.4430236931177134,0.11586999893188477
Chat_HyperJ,java,758,3,hyperj,Latent semantic indexing,1.0,0.12222222222222223,0.21782178217821785,1.25844407081604
Chat_HyperJ,java,758,3,hyperj,Extended boolean,1.0,0.2845410628019323,0.4430236931177134,0.41068506240844727
Prop4J,java,2051,14,featurehouse,Neural networks,0.9090909090909091,0.21828049401578814,0.35203449758401406,0.42611098289489746
Prop4J,java,2051,14,featurehouse,Classic vector model,0.9090909090909091,0.21828049401578814,0.35203449758401406,0.0428619384765625
Prop4J,java,2051,14,featurehouse,BM25,0.9090909090909091,0.22517482517482518,0.36094608227777153,0.08466291427612305
Prop4J,java,2051,14,featurehouse,Latent semantic indexing,0.7857142857142857,0.04812538651824366,0.09069562159753183,0.8427379131317139
Prop4J,java,2051,14,featurehouse,Extended boolean,0.9,0.24464285714285716,0.3847113884555382,0.4037911891937256
Pynche,python,2400,12,cide,Neural networks,1.0,0.37100168350168344,0.5412125863392172,0.7896480560302734
Pynche,python,2400,12,cide,Classic vector model,1.0,0.37100168350168344,0.5412125863392172,0.2309417724609375
Pynche,python,2400,12,cide,BM25,1.0,0.3977272727272727,0.5691056910569106,0.2781989574432373
Pynche,python,2400,12,cide,Latent semantic indexing,1.0,0.14090909090909087,0.247011952191235,4.149287939071655
Pynche,python,2400,12,cide,Extended boolean,1.0,0.3964646464646464,0.5678119349005425,1.2388529777526855
FAME_DBMS,cpp,5000,4,cide,Neural networks,1.0,0.33611111111111114,0.5031185031185031,1.0124588012695312
FAME_DBMS,cpp,5000,4,cide,Classic vector model,1.0,0.33611111111111114,0.5031185031185031,0.07340002059936523
FAME_DBMS,cpp,5000,4,cide,BM25,1.0,0.33611111111111114,0.5031185031185031,0.16237902641296387
FAME_DBMS,cpp,5000,4,cide,Latent semantic indexing,1.0,0.22976190476190478,0.3736689254598258,2.334656000137329
FAME_DBMS,cpp,5000,4,cide,Extended boolean,1.0,0.33611111111111114,0.5031185031185031,1.0291359424591064
Mobile_Media,java,5700,23,cide,Extended boolean,0.7582912457912457,0.29929472736490287,0.4291898293525774,9.026547908782959
Mobile_Media,java,5700,23,cide,Classic vector model,0.8140749601275917,0.27143016461888775,0.407118299862754,2.6518261432647705
Mobile_Media,java,5700,23,cide,BM25,0.8188596491228071,0.27209899211284255,0.4084680697992914,3.2530248165130615
Mobile_Media,java,5700,23,cide,Latent semantic indexing,0.9937888198757764,0.0908282371123625,0.16644415831324888,63.64167499542236
Mobile_Media,java,5700,23,cide,Neural networks,0.8188596491228071,0.2728348970747537,0.4092967009228963,9.19381308555603
Email_JML,java,1233,8,featurehouse,Extended boolean,0.875,0.32222222222222224,0.4709976798143852,0.11906599998474121
Email_JML,java,1233,8,featurehouse,Classic vector model,0.875,0.32222222222222224,0.4709976798143852,0.009047985076904297
Email_JML,java,1233,8,featurehouse,BM25,0.875,0.32222222222222224,0.4709976798143852,0.02567911148071289
Email_JML,java,1233,8,featurehouse,Latent semantic indexing,0.875,0.1604194416694417,0.271130724056027,0.17589879035949707
Email_JML,java,1233,8,featurehouse,Neural networks,0.875,0.32395833333333335,0.47284969591659426,0.1666860580444336
EmailSystem_Java,java,1233,8,featurehouse,Extended boolean,0.9092261904761905,0.3851190476190476,0.5410617109570891,0.2867310047149658
EmailSystem_Java,java,1233,8,featurehouse,Classic vector model,0.9092261904761905,0.3851190476190476,0.5410617109570891,0.03891301155090332
EmailSystem_Java,java,1233,8,featurehouse,BM25,0.9092261904761905,0.3851190476190476,0.5410617109570891,0.09297990798950195
EmailSystem_Java,java,1233,8,featurehouse,Latent semantic indexing,0.9404761904761905,0.1286962632275132,0.22641019407010443,0.9702088832855225
EmailSystem_Java,java,1233,8,featurehouse,Neural networks,0.9092261904761905,0.3868551587301587,0.5427727857571134,0.602337121963501
