project,language,loc,features,variability_impl_technology,method,recall,precision,fmeasure,performance
Mobile_RSS_Reader,java,20000,27,cide,Neural networks,0.7454835807467386,0.4899444417932848,0.5912858218709983,118.55464720726013
Mobile_RSS_Reader,java,20000,27,cide,Extended boolean,0.7800617283950617,0.4616080218929117,0.5799976222587339,130.8314790725708
Mobile_RSS_Reader,java,20000,27,cide,BM25,0.7635940170940171,0.4639615639659156,0.5772093416740522,45.518226861953735
Mobile_RSS_Reader,java,20000,27,cide,Latent semantic indexing,1.0,0.0856296648587531,0.15775115148478194,233.06199312210083
Mobile_RSS_Reader,java,20000,27,cide,Classic vector model,0.740517094017094,0.45230803457920166,0.5615941906947077,46.67492985725403
Mobile_Media,java,5700,23,cide,Neural networks,0.6960526315789474,0.26176556049458116,0.3804534278985678,12.05502200126648
Mobile_Media,java,5700,23,cide,Extended boolean,0.7582912457912457,0.29929472736490287,0.4291898293525774,12.30036211013794
Mobile_Media,java,5700,23,cide,BM25,0.818859649122807,0.2720989921128425,0.40846806979929123,2.7983129024505615
Mobile_Media,java,5700,23,cide,Latent semantic indexing,0.9937888198757764,0.08994620265428424,0.16496196714105754,53.8002028465271
Mobile_Media,java,5700,23,cide,Classic vector model,0.8140749601275917,0.2714301646188877,0.40711829986275394,2.579179048538208
Elevator_Java,java,1046,5,featurehouse,Neural networks,0.7,0.36904761904761907,0.4832962138084633,0.1272869110107422
Elevator_Java,java,1046,5,featurehouse,Extended boolean,0.7,0.36904761904761907,0.4832962138084633,0.16100597381591797
Elevator_Java,java,1046,5,featurehouse,BM25,0.7,0.36904761904761907,0.4832962138084633,0.0649559497833252
Elevator_Java,java,1046,5,featurehouse,Latent semantic indexing,0.9,0.18040404040404043,0.3005609573672401,0.21745705604553223
Elevator_Java,java,1046,5,featurehouse,Classic vector model,0.7,0.36904761904761907,0.4832962138084633,0.006054878234863281
BankAccountv2,java,95,8,featurehouse,Neural networks,0.8809523809523808,0.6392857142857142,0.7409106164000445,0.661794900894165
BankAccountv2,java,95,8,featurehouse,Extended boolean,0.8833333333333334,0.5871527777777779,0.7054151908697365,0.6371781826019287
BankAccountv2,java,95,8,featurehouse,BM25,0.9083333333333333,0.5861607142857144,0.7125211590162303,0.27086496353149414
BankAccountv2,java,95,8,featurehouse,Latent semantic indexing,0.9083333333333333,0.28860593512767424,0.438034573652797,0.8897850513458252
BankAccountv2,java,95,8,featurehouse,Classic vector model,0.9083333333333333,0.5882211538461539,0.714041334261391,0.004733085632324219
DesktopSearcher,java,3779,15,ahead,Neural networks,0.7261904761904762,0.33382192277009354,0.4573876707422402,7.102050065994263
DesktopSearcher,java,3779,15,ahead,Extended boolean,0.6474358974358976,0.35759849906191377,0.4607247393097244,7.5446929931640625
DesktopSearcher,java,3779,15,ahead,BM25,0.744047619047619,0.33485686957709915,0.4618563721950421,3.1386878490448
DesktopSearcher,java,3779,15,ahead,Latent semantic indexing,0.8111111111111111,0.061410204814909865,0.11417600590793076,13.919862985610962
DesktopSearcher,java,3779,15,ahead,Classic vector model,0.744047619047619,0.33470125177442256,0.4617083293635247,3.378261089324951
Pynche,python,2400,12,cide,Neural networks,1.0,0.37100168350168355,0.5412125863392172,1.317044973373413
Pynche,python,2400,12,cide,Extended boolean,1.0,0.3964646464646465,0.5678119349005425,1.1976559162139893
Pynche,python,2400,12,cide,BM25,1.0,0.3977272727272727,0.5691056910569106,0.14768600463867188
Pynche,python,2400,12,cide,Latent semantic indexing,1.0,0.24924242424242418,0.39902971497877493,3.8725228309631348
Pynche,python,2400,12,cide,Classic vector model,1.0,0.37100168350168355,0.5412125863392172,0.052815914154052734
FAME_DBMS,cpp,5000,4,cide,Neural networks,1.0,0.33611111111111114,0.5031185031185031,0.8915538787841797
FAME_DBMS,cpp,5000,4,cide,Extended boolean,1.0,0.3361111111111111,0.5031185031185031,0.8360462188720703
FAME_DBMS,cpp,5000,4,cide,BM25,1.0,0.3361111111111111,0.5031185031185031,0.17937207221984863
FAME_DBMS,cpp,5000,4,cide,Latent semantic indexing,1.0,0.21103896103896105,0.3485254691689008,2.2690460681915283
FAME_DBMS,cpp,5000,4,cide,Classic vector model,1.0,0.33611111111111114,0.5031185031185031,0.050605058670043945
EmailSystem_Java,java,1233,8,featurehouse,Neural networks,0.7633928571428572,0.36428571428571427,0.49321343739395995,0.2122180461883545
EmailSystem_Java,java,1233,8,featurehouse,Extended boolean,0.9092261904761905,0.3851190476190476,0.5410617109570891,0.15157699584960938
EmailSystem_Java,java,1233,8,featurehouse,BM25,0.9092261904761905,0.3851190476190476,0.5410617109570891,0.044364213943481445
EmailSystem_Java,java,1233,8,featurehouse,Latent semantic indexing,0.9092261904761905,0.1545662156631343,0.2642163088073538,0.37563514709472656
EmailSystem_Java,java,1233,8,featurehouse,Classic vector model,0.9092261904761905,0.3851190476190476,0.5410617109570891,0.025925159454345703
MinePump_C,c,279,6,featurehouse,Neural networks,1.0,0.7333333333333333,0.846153846153846,0.0497288703918457
MinePump_C,c,279,6,featurehouse,Extended boolean,1.0,0.7333333333333333,0.846153846153846,0.09539794921875
MinePump_C,c,279,6,featurehouse,BM25,1.0,0.7333333333333333,0.846153846153846,0.022368907928466797
MinePump_C,c,279,6,featurehouse,Latent semantic indexing,0.8333333333333334,0.2644300144300144,0.4014678497097163,0.10011792182922363
MinePump_C,c,279,6,featurehouse,Classic vector model,1.0,0.7333333333333333,0.846153846153846,0.0019309520721435547
Lampiro,java,45000,17,cide,Neural networks,0.8461538461538461,0.1796143671143671,0.2963269588440078,209.1181948184967
Lampiro,java,45000,17,cide,Extended boolean,0.8888888888888888,0.24601257572272064,0.3853688657661563,212.02496004104614
Lampiro,java,45000,17,cide,BM25,0.9230769230769231,0.18371667201275282,0.3064430822003878,96.52114701271057
Lampiro,java,45000,17,cide,Latent semantic indexing,0.9117647058823529,0.07148458196019734,0.13257496273213518,321.99388813972473
Lampiro,java,45000,17,cide,Classic vector model,0.9230769230769231,0.18295884871971826,0.3053881175136991,108.74010396003723
Elevator_C,c,877,5,featurehouse,Neural networks,0.875,0.49999999999999994,0.6363636363636362,0.1281721591949463
Elevator_C,c,877,5,featurehouse,Extended boolean,0.875,0.49999999999999994,0.6363636363636362,0.2042539119720459
Elevator_C,c,877,5,featurehouse,BM25,0.875,0.49999999999999994,0.6363636363636362,0.10026097297668457
Elevator_C,c,877,5,featurehouse,Latent semantic indexing,1.0,0.191991341991342,0.3221354639549664,0.35523200035095215
Elevator_C,c,877,5,featurehouse,Classic vector model,0.875,0.49999999999999994,0.6363636363636362,0.0032927989959716797
Prevayler,java,80000,5,cide,Neural networks,1.0,0.7672325976230899,0.8682870592756268,8.841925859451294
Prevayler,java,80000,5,cide,Extended boolean,1.0,0.7672325976230899,0.8682870592756268,7.625478029251099
Prevayler,java,80000,5,cide,BM25,1.0,0.7672325976230899,0.8682870592756268,3.445168972015381
Prevayler,java,80000,5,cide,Latent semantic indexing,1.0,0.29110438164881774,0.4509385697801753,37.33023381233215
Prevayler,java,80000,5,cide,Classic vector model,1.0,0.7672325976230899,0.8682870592756268,1.2641570568084717
EmailSystem_C,c,258,8,featurehouse,Neural networks,0.8958333333333333,0.45948322510822504,0.6074158639849611,0.2887721061706543
EmailSystem_C,c,258,8,featurehouse,Extended boolean,0.9583333333333333,0.47008928571428565,0.6307688300864673,0.307096004486084
EmailSystem_C,c,258,8,featurehouse,BM25,0.9583333333333333,0.47008928571428565,0.6307688300864673,0.026271820068359375
EmailSystem_C,c,258,8,featurehouse,Latent semantic indexing,0.9583333333333333,0.19970032207935434,0.33052489352366216,0.5645439624786377
EmailSystem_C,c,258,8,featurehouse,Classic vector model,0.9583333333333333,0.47008928571428565,0.6307688300864673,0.0519559383392334
Prop4J,java,2051,14,featurehouse,Neural networks,0.9090909090909091,0.21828049401578814,0.35203449758401406,0.41988301277160645
Prop4J,java,2051,14,featurehouse,Extended boolean,0.9,0.2446428571428571,0.38471138845553815,0.2750709056854248
Prop4J,java,2051,14,featurehouse,BM25,0.9090909090909091,0.21987179487179487,0.35410106849739326,0.06436681747436523
Prop4J,java,2051,14,featurehouse,Latent semantic indexing,0.7857142857142857,0.08351099610498106,0.15097532026813923,2.6126708984375
Prop4J,java,2051,14,featurehouse,Classic vector model,0.9090909090909091,0.21828049401578814,0.35203449758401406,0.02121591567993164
NetBot,cs,1579,4,featurehouse,Neural networks,0.95,0.7083333333333333,0.8115577889447236,0.17781805992126465
NetBot,cs,1579,4,featurehouse,Extended boolean,1.0,0.7083333333333333,0.8292682926829268,0.1248769760131836
NetBot,cs,1579,4,featurehouse,BM25,1.0,0.571969696969697,0.727710843373494,0.08429408073425293
NetBot,cs,1579,4,featurehouse,Latent semantic indexing,1.0,0.3011642156862745,0.4629149988226983,0.26691293716430664
NetBot,cs,1579,4,featurehouse,Classic vector model,1.0,0.5083333333333333,0.6740331491712707,0.02293705940246582
BattleOfTanks,java,1975,132,antenna,Neural networks,0.9923664122137404,0.9672391857506362,0.9796417008738791,13.447474002838135
BattleOfTanks,java,1975,132,antenna,Extended boolean,0.9923664122137404,0.9672391857506362,0.9796417008738791,14.18289589881897
BattleOfTanks,java,1975,132,antenna,BM25,0.9847328244274809,0.9653307888040713,0.9749352869474488,1.1420199871063232
BattleOfTanks,java,1975,132,antenna,Latent semantic indexing,0.9924242424242424,0.22862554112554126,0.37163682022977407,78.70364308357239
BattleOfTanks,java,1975,132,antenna,Classic vector model,0.9923664122137404,0.9672391857506362,0.9796417008738791,0.4773070812225342
MinePump_Java,java,580,6,featurehouse,Neural networks,0.75,0.23769841269841266,0.3609883487344315,0.1677539348602295
MinePump_Java,java,580,6,featurehouse,Extended boolean,0.75,0.23769841269841266,0.3609883487344315,0.1567981243133545
MinePump_Java,java,580,6,featurehouse,BM25,0.75,0.23769841269841266,0.3609883487344315,0.03633403778076172
MinePump_Java,java,580,6,featurehouse,Latent semantic indexing,0.8333333333333334,0.10915457091927679,0.1930255911450945,0.23923301696777344
MinePump_Java,java,580,6,featurehouse,Classic vector model,0.75,0.23769841269841266,0.3609883487344315,0.004456996917724609
Graph_Product_Line,java,1350,26,featurehouse,Neural networks,0.6208333333333333,0.22227054791008277,0.3273451071232882,16.721210956573486
Graph_Product_Line,java,1350,26,featurehouse,Extended boolean,0.47348484848484845,0.22145261087948837,0.3017665963920253,16.890793085098267
Graph_Product_Line,java,1350,26,featurehouse,BM25,0.6553030303030304,0.20345886842922417,0.3105103130926516,9.468020915985107
Graph_Product_Line,java,1350,26,featurehouse,Latent semantic indexing,0.6433333333333334,0.041296642543766346,0.07761128679508937,52.98656487464905
Graph_Product_Line,java,1350,26,featurehouse,Classic vector model,0.6856060606060607,0.19982964944611625,0.30946214884639894,9.343759059906006
Chat_HyperJ,java,758,3,hyperj,Neural networks,1.0,0.2845410628019323,0.4430236931177134,0.8049659729003906
Chat_HyperJ,java,758,3,hyperj,Extended boolean,1.0,0.2845410628019323,0.4430236931177134,0.5652649402618408
Chat_HyperJ,java,758,3,hyperj,BM25,1.0,0.2845410628019323,0.4430236931177134,0.05682706832885742
Chat_HyperJ,java,758,3,hyperj,Latent semantic indexing,1.0,0.1492063492063492,0.2596685082872928,2.8043551445007324
Chat_HyperJ,java,758,3,hyperj,Classic vector model,1.0,0.2845410628019323,0.4430236931177134,0.010432958602905273
Email_JML,java,1233,8,featurehouse,Neural networks,0.875,0.32395833333333335,0.47284969591659426,0.17422890663146973
Email_JML,java,1233,8,featurehouse,Extended boolean,0.875,0.32222222222222224,0.4709976798143852,0.13615894317626953
Email_JML,java,1233,8,featurehouse,BM25,0.875,0.32222222222222224,0.4709976798143852,0.014982938766479492
Email_JML,java,1233,8,featurehouse,Latent semantic indexing,0.875,0.14160631035631036,0.24376303845358568,0.18500399589538574
Email_JML,java,1233,8,featurehouse,Classic vector model,0.875,0.32222222222222224,0.4709976798143852,0.00763392448425293
Arithmetic_Expression_Evaluator,haskell,460,16,cide,Neural networks,0.5625,1.0,0.72,1.184373140335083
Arithmetic_Expression_Evaluator,haskell,460,16,cide,Extended boolean,0.625,1.0,0.7692307692307693,1.354619026184082
Arithmetic_Expression_Evaluator,haskell,460,16,cide,BM25,0.5909090909090909,1.0,0.7428571428571429,0.016629934310913086
Arithmetic_Expression_Evaluator,haskell,460,16,cide,Latent semantic indexing,0.8666666666666667,0.9333333333333333,0.8987654320987654,2.1413371562957764
Arithmetic_Expression_Evaluator,haskell,460,16,cide,Classic vector model,0.5909090909090909,1.0,0.7428571428571429,0.003765106201171875
