"sep=,"
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/freshclam/manager.h.xml,__MANAGER_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/freshclam/mirman.c.xml,AF_INET6;HAVE_CONFIG_H;HAVE_GETADDRINFO;HAVE_UNISTD_H;_WIN32
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/freshclam/mirman.h.xml,__MIRMAN_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/freshclam/nonblock.c.xml,F_GETFL;F_SETFL;HAVE_CONFIG_H;HAVE_UNISTD_H;NONBLOCK_DEBUG;SO_ERROR;_WIN32;timercmp;timersub
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/freshclam/nonblock.h.xml,HAVE_CONFIG_H;_WIN32;__NONBLOCK_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/freshclam/notify.c.xml,BUILD_CLAMD;HAVE_CONFIG_H;HAVE_UNISTD_H;_WIN32
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/freshclam/notify.h.xml,__NOTIFY_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/7z.h.xml,__7Z_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/7zAlloc.c.xml,_SZ_ALLOC_DEBUG;_WIN32
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/7zAlloc.h.xml,__7Z_ALLOC_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/7zBuf.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/7zBuf.h.xml,__7Z_BUF_H;__cplusplus
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/7zBuf2.c.xml,_WIN32
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/7zCrc.c.xml,_WIN32
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/7zCrc.h.xml,__7Z_CRC_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/7zCrcOpt.c.xml,MY_CPU_LE;_WIN32
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/7zDec.c.xml,_7ZIP_PPMD_SUPPPORT;_WIN32
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/7zFile.c.xml,UNDER_CE;USE_WINDOWS_FILE
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/7zFile.h.xml,UNDER_CE;USE_WINDOWS_FILE;_WIN32;__7Z_FILE_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/7zIn.c.xml,_WIN32
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/7zStream.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/7zVersion.h.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/Alloc.h.xml,_WIN32;__COMMON_ALLOC_H;__cplusplus
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/Bcj2.c.xml,_LZMA_PROB32
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/Bcj2.h.xml,__BCJ2_H;__cplusplus
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/Bra.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/Bra.h.xml,__BRA_H;__cplusplus
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/Bra86.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/BraIA64.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/CpuArch.c.xml,MY_CPU_AMD64;MY_CPU_X86_OR_AMD64;USE_ASM;_MSC_VER;_WIN32;__GNUC__
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/CpuArch.h.xml,__CPU_ARCH_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/Delta.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/Delta.h.xml,__DELTA_H;__cplusplus
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/Lzma2Dec.c.xml,SHOW_DEBUG_INFO
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/Lzma2Dec.h.xml,__LZMA2_DEC_H;__cplusplus
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/LzmaDec.c.xml,LZMA_BASE_SIZE;Literal;_LZMA_SIZE_OPT
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/LzmaDec.h.xml,_LZMA_PROB32;__LZMA_DEC_H;__cplusplus
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/Ppmd.h.xml,MY_CPU_32BIT;PPMD_32BIT;__PPMD_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/Ppmd7.c.xml,PPMD_32BIT
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/Ppmd7.h.xml,PPMD_32BIT;__PPMD7_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/Ppmd7Dec.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/RotateDefs.h.xml,_MSC_VER;__ROTATE_DEFS_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/Types.h.xml,EXTERN_C_BEGIN;RINOK;_LZMA_NO_SYSTEM_SIZE_T;_LZMA_UINT32_IS_ULONG;_MSC_VER;_SZ_NO_INT_64;_WIN32;__7Z_TYPES_H;__BORLANDC__;__cplusplus
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/Xz.c.xml,_WIN32
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/Xz.h.xml,__XZ_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/XzCrc64.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/XzCrc64.h.xml,__XZ_CRC64_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/XzDec.c.xml,USE_SUBBLOCK;XZ_DUMP;_WIN32
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z/XzIn.c.xml,_WIN32
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z_iface.c.xml,_WIN32
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/7z_iface.h.xml,HAVE_CONFIG_H;__7Z_IFACE_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/adc.c.xml,DEBUG_ADC;HAVE_CONFIG_H;HAVE_STRING_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/adc.h.xml,CLAM_ADC_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/apm.c.xml,DEBUG_APM_PARSE;HAVE_CONFIG_H;HAVE_STRING_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/apm.h.xml,HAVE_ATTRIB_PACKED;HAVE_CONFIG_H;HAVE_PRAGMA_PACK;HAVE_PRAGMA_PACK_HPPA;__APM_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/arc4.c.xml,HAVE_CONFIG_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/arc4.h.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/asn1.c.xml,HAVE_CONFIG_H;USE_MPOOL
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/asn1.h.xml,__ASN1_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/aspack.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/aspack.h.xml,__ASPACK_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/autoit.c.xml,HAVE_CONFIG_H;HAVE_STRING_H;HAVE_UNISTD_H;WORDS_BIGENDIAN
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/autoit.h.xml,__AUTOIT_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/bcfeatures.h.xml,BC_FEATURES_H;__has_feature
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/bignum.h.xml,BIGNUM_H_
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/bignum_fast.h.xml,CHAR_BIT;CRYPT;FP_64BIT;FP_MAX_SIZE;HAVE_CONFIG_H;MAX;MIN;SIZEOF_LONG;SIZEOF_LONG_LONG;TFM_ALREADY_SET;TFM_ARM;TFM_ASM;TFM_AVR32;TFM_ECC192;TFM_ECC224;TFM_ECC256;TFM_ECC384;TFM_ECC521;TFM_H_;TFM_MUL12;TFM_MUL17;TFM_MUL20;TFM_MUL24;TFM_MUL28;TFM_MUL3;TFM_MUL32;TFM_MUL4;TFM_MUL48;TFM_MUL6;TFM_MUL64;TFM_MUL7;TFM_MUL8;TFM_MUL9;TFM_NO_ASM;TFM_PPC32;TFM_PPC64;TFM_SMALL_SET;TFM_SQR12;TFM_SQR17;TFM_SQR20;TFM_SQR24;TFM_SQR28;TFM_SQR3;TFM_SQR32;TFM_SQR4;TFM_SQR48;TFM_SQR6;TFM_SQR64;TFM_SQR7;TFM_SQR8;TFM_SQR9;TFM_SSE2;TFM_X86;TFM_X86_64;_MSC_VER;__BORLANDC__;__GNUC__;__i386__;__x86_64__
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/binhex.c.xml,HAVE_CONFIG_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/clamav-0.99.2/_cppstats_featurelocations/libclamav/binhex.h.xml,__BINHEX_H
