projectandfeature,methodname,totaltraces,truetraces,precision,recall
sylpheed-3.5.1-yytype_uint8,Classic vector model,39,1,0.02564102564102564,1.0
sylpheed-3.5.1-yystype_is_trivial,Classic vector model,264,1,0.0,0.0
sylpheed-3.5.1-sparse_memory,Classic vector model,14,1,0.07142857142857142,1.0
sylpheed-3.5.1-have_inet_aton,Classic vector model,257,1,0.0038910505836575876,1.0
sylpheed-3.5.1-have_libpisock_pi_args_h,Classic vector model,287,1,0.0,0.0
sylpheed-3.5.1-yysize_t,Classic vector model,1,1,1.0,1.0
sylpheed-3.5.1-yy_extra_type,Classic vector model,214,1,0.0,0.0
sylpheed-3.5.1-yytype_int8,Classic vector model,39,1,0.02564102564102564,1.0
sylpheed-3.5.1-yyenable_nls,Classic vector model,3,1,0.3333333333333333,1.0
sylpheed-3.5.1-mime_debug,Classic vector model,111,1,0.009009009009009009,1.0
sylpheed-3.5.1-constants,Classic vector model,1,1,0.0,0.0
sylpheed-3.5.1-yystype_is_declared,Classic vector model,265,1,0.0,0.0
sylpheed-3.5.1-have_sys_select_h,Classic vector model,241,1,0.004149377593360996,1.0
sylpheed-3.5.1-use_simple_gettext,Classic vector model,248,1,0.0,0.0
sylpheed-3.5.1-_stdlib_h,Classic vector model,41,1,0.024390243902439025,1.0
sylpheed-3.5.1-yy_fatal_error,Classic vector model,108,1,0.009259259259259259,1.0
sylpheed-3.5.1-int16_min,Classic vector model,49,1,0.0,0.0
sylpheed-3.5.1-yystack_relocate,Classic vector model,1,1,1.0,1.0
sylpheed-3.5.1-inet6,Classic vector model,1,1,0.0,0.0
sylpheed-3.5.1-yy_location_print,Classic vector model,134,1,0.0,0.0
sylpheed-3.5.1-have_alloca_h,Classic vector model,253,1,0.003952569169960474,1.0
sylpheed-3.5.1-yy_no_input,Classic vector model,247,1,0.0,0.0
sylpheed-3.5.1-have_netdb_h,Classic vector model,257,1,0.0038910505836575876,1.0
sylpheed-3.5.1-use_oniguruma,Classic vector model,261,1,0.0038314176245210726,1.0
sylpheed-3.5.1-int8_max,Classic vector model,92,1,0.0,0.0
sylpheed-3.5.1-yytext_ptr,Classic vector model,31,1,0.03225806451612903,1.0
sylpheed-3.5.1-_gnu_source,Classic vector model,269,1,0.0,0.0
sylpheed-3.5.1-have_lockfile_h,Classic vector model,258,1,0.003875968992248062,1.0
sylpheed-3.5.1-have_config_h,Classic vector model,240,1,0.004166666666666667,1.0
sylpheed-3.5.1-yystack_alloc_maximum,Classic vector model,48,1,0.020833333333333332,1.0
sylpheed-3.5.1-have_paths_h,Classic vector model,257,1,0.0038910505836575876,1.0
sylpheed-3.5.1-use_enchant,Classic vector model,261,1,0.0,0.0
sylpheed-3.5.1-yytoken_table,Classic vector model,99,1,0.0,0.0
sylpheed-3.5.1-have_lockf,Classic vector model,258,1,0.003875968992248062,1.0
sylpheed-3.5.1-gpgmegtk_select_keys_h,Classic vector model,82,1,0.012195121951219513,1.0
sylpheed-3.5.1-yy_user_init,Classic vector model,122,1,0.0,0.0
sylpheed-3.5.1-enable_nls,Classic vector model,39,1,0.02564102564102564,1.0
sylpheed-3.5.1-have_getuid,Classic vector model,258,1,0.003875968992248062,1.0
sylpheed-3.5.1-yy_user_action,Classic vector model,99,1,0.0,0.0
sylpheed-3.5.1-yystack_alloc,Classic vector model,46,1,0.021739130434782608,1.0
sylpheed-3.5.1-yy_skip_yywrap,Classic vector model,32,1,0.03125,1.0
sylpheed-3.5.1-_aix,Classic vector model,1,1,1.0,1.0
sylpheed-3.5.1-yyprint,Classic vector model,1,1,1.0,1.0
sylpheed-3.5.1-yystpcpy,Classic vector model,1,1,1.0,1.0
sylpheed-3.5.1-use_ssl,Classic vector model,242,1,0.0,0.0
sylpheed-3.5.1-int32_max,Classic vector model,59,1,0.01694915254237288,1.0
sylpheed-3.5.1-have_inet_addr,Classic vector model,254,1,0.003937007874015748,1.0
sylpheed-3.5.1-malloc,Classic vector model,22,1,0.045454545454545456,1.0
sylpheed-3.5.1-int32_min,Classic vector model,49,1,0.0,0.0
sylpheed-3.5.1-yy_need_strlen,Classic vector model,79,1,0.012658227848101266,1.0
sylpheed-3.5.1-yy_use_const,Classic vector model,268,1,0.0,0.0
sylpheed-3.5.1-yy_flex_subminor_version,Classic vector model,261,1,0.0,0.0
sylpheed-3.5.1-have_fsync,Classic vector model,258,1,0.003875968992248062,1.0
sylpheed-3.5.1-yy_struct_yy_buffer_state,Classic vector model,78,1,0.0,0.0
sylpheed-3.5.1-use_gtkspell,Classic vector model,258,1,0.0,0.0
sylpheed-3.5.1-s_gnet_md5_h,Classic vector model,13,1,0.07692307692307693,1.0
sylpheed-3.5.1-use_threads,Classic vector model,248,1,0.0,0.0
sylpheed-3.5.1-yyltype_is_trivial,Classic vector model,264,1,0.0,0.0
sylpheed-3.5.1-have_fchmod,Classic vector model,257,1,0.0,0.0
sylpheed-3.5.1-sizeof_unsigned_short,Classic vector model,1,1,1.0,1.0
sylpheed-3.5.1-have_drive_letters,Classic vector model,257,1,0.0038910505836575876,1.0
gnuplot-4.4.2-retsigtype,BM25,6,1,0.16666666666666666,1.0
gnuplot-4.4.2-have_sys_utsname_h,BM25,113,1,0.008849557522123894,1.0
gnuplot-4.4.2-gnuplot_plot3d_h,BM25,22,1,0.045454545454545456,1.0
gnuplot-4.4.2-gpexecute_h,BM25,7,1,0.14285714285714285,1.0
gnuplot-4.4.2-s_iread,BM25,3,1,0.3333333333333333,1.0
gnuplot-4.4.2-have_malloc_h,BM25,74,1,0.013513513513513514,1.0
gnuplot-4.4.2-have_math_h,BM25,68,1,0.014705882352941176,1.0
gnuplot-4.4.2-deccrtl,BM25,1,1,1.0,1.0
gnuplot-4.4.2-s_ischr,BM25,1,1,1.0,1.0
gnuplot-4.4.2-have_sleep,BM25,67,1,0.014925373134328358,1.0
gnuplot-4.4.2-xk_kp_page_down,BM25,52,1,0.019230769230769232,1.0
gnuplot-4.4.2-gplt_x11_mode,BM25,85,1,0.011764705882352941,1.0
gnuplot-4.4.2-gnuplot_contour_h,BM25,14,1,0.07142857142857142,1.0
gnuplot-4.4.2-pipes,BM25,12,1,0.08333333333333333,1.0
gnuplot-4.4.2-check_heap_use,BM25,64,1,0.015625,1.0
gnuplot-4.4.2-quadtree_granularity,BM25,2,1,0.5,1.0
gnuplot-4.4.2-variable_h,BM25,75,1,0.013333333333333334,1.0
gnuplot-4.4.2-gnuplot_template_h,BM25,2,1,0.5,1.0
gnuplot-4.4.2-have_stringize,BM25,65,1,0.015384615384615385,1.0
gnuplot-4.4.2-support_middle_endian,BM25,19,1,0.05263157894736842,1.0
gnuplot-4.4.2-os2_ipc,BM25,23,1,0.043478260869565216,1.0
gnuplot-4.4.2-vaxcrtl,BM25,1,1,0.0,0.0
gnuplot-4.4.2-tboolean,BM25,64,1,0.015625,1.0
gnuplot-4.4.2-plotrc,BM25,2,1,0.5,1.0
gnuplot-4.4.2-have_float_h,BM25,65,1,0.015384615384615385,1.0
gnuplot-4.4.2-os2,BM25,20,1,0.0,0.0
gnuplot-4.4.2-use_grid_layers,BM25,31,1,0.03225806451612903,1.0
gnuplot-4.4.2-bsd,BM25,4,1,0.25,1.0
gnuplot-4.4.2-external_x11_window,BM25,76,1,0.013157894736842105,1.0
gnuplot-4.4.2-veof,BM25,1,1,1.0,1.0
gnuplot-4.4.2-action_clear,BM25,55,1,0.01818181818181818,1.0
gnuplot-4.4.2-flt_max,BM25,93,1,0.010752688172043012,1.0
gnuplot-4.4.2-have_sys_select_h,BM25,118,1,0.00847457627118644,1.0
gnuplot-4.4.2-dispdefs_h,BM25,1,1,1.0,1.0
gnuplot-4.4.2-int_max,BM25,93,1,0.010752688172043012,1.0
gnuplot-4.4.2-syscfg_h,BM25,56,1,0.017857142857142856,1.0
gnuplot-4.4.2-m_ln10,BM25,2,1,0.5,1.0
gnuplot-4.4.2-action_set,BM25,89,1,0.011235955056179775,1.0
gnuplot-4.4.2-exit_success,BM25,51,1,0.0196078431372549,1.0
gnuplot-4.4.2-mgr,BM25,14,1,0.07142857142857142,1.0
gnuplot-4.4.2-gif_animation,BM25,10,1,0.1,1.0
gnuplot-4.4.2-_ansi_ext,BM25,20,1,0.05,1.0
gnuplot-4.4.2-va_start,BM25,77,1,0.0,0.0
gnuplot-4.4.2-s_isreg,BM25,1,1,1.0,1.0
gnuplot-4.4.2-keyword_bgnd,BM25,18,1,0.05555555555555555,1.0
gnuplot-4.4.2-maxhostnamelen,BM25,1,1,1.0,1.0
gnuplot-4.4.2-gnuplot_gp_cairo_helpers_h,BM25,107,1,0.009345794392523364,1.0
gnuplot-4.4.2-have_memset,BM25,69,1,0.014492753623188406,1.0
gnuplot-4.4.2-allow_dummy_var_for_gray,BM25,109,1,0.009174311926605505,1.0
gnuplot-4.4.2-missing_rl_tilde_expansion,BM25,86,1,0.011627906976744186,1.0
gnuplot-4.4.2-have_vfprintf,BM25,67,1,0.014925373134328358,1.0
gnuplot-4.4.2-have_sys_stat_h,BM25,136,1,0.007352941176470588,1.0
gnuplot-4.4.2-test_termdoc,BM25,52,1,0.019230769230769232,1.0
gnuplot-4.4.2-xk_kp_left,BM25,48,1,0.020833333333333332,1.0
gnuplot-4.4.2-gnuplot_datafile_h,BM25,20,1,0.05,1.0
gnuplot-4.4.2-disable_space_raises_console,BM25,62,1,0.016129032258064516,1.0
gnuplot-4.4.2-linuxvga,BM25,5,1,0.0,0.0
gnuplot-4.4.2-notimezone,BM25,1,1,1.0,1.0
gnuplot-4.4.2-gnugraph,BM25,4,1,0.25,1.0
gnuplot-4.4.2-hidden3d_var_ptsize,BM25,84,1,0.011904761904761904,1.0
gnuplot-4.4.2-gnuplot_fit_h,BM25,33,1,0.030303030303030304,1.0
gnuplot-4.4.2-gnuplot_bitmap_h,BM25,13,1,0.07692307692307693,1.0
gnuplot-4.4.2-vkill,BM25,1,1,1.0,1.0
gnuplot-4.4.2-short_termlist,BM25,2,1,0.5,1.0
gnuplot-4.4.2-gp_farmalloc,BM25,101,1,0.009900990099009901,1.0
gnuplot-4.4.2-o_binary,BM25,3,1,0.3333333333333333,1.0
gnuplot-4.4.2-pc,BM25,51,1,0.0196078431372549,1.0
gnuplot-4.4.2-parse_h,BM25,35,1,0.02857142857142857,1.0
gnuplot-4.4.2-gnuplot_history_h,BM25,18,1,0.05555555555555555,1.0
gnuplot-4.4.2-sample_csplines_to_full_range,BM25,77,1,0.012987012987012988,1.0
gnuplot-4.4.2-_win32_winnt,BM25,18,1,0.05555555555555555,1.0
gnuplot-4.4.2-postscript_driver,BM25,29,1,0.034482758620689655,1.0
gnuplot-4.4.2-action_show,BM25,59,1,0.01694915254237288,1.0
gnuplot-4.4.2-gnuplot_interpol_h,BM25,15,1,0.06666666666666667,1.0
gnuplot-4.4.2-showcmdline,BM25,1,1,1.0,1.0
gnuplot-4.4.2-xk_sys_req,BM25,113,1,0.008849557522123894,1.0
gnuplot-4.4.2-have_doprnt,BM25,65,1,0.015384615384615385,1.0
gnuplot-4.4.2-test_strftime,BM25,58,1,0.017241379310344827,1.0
gnuplot-4.4.2-readline,BM25,14,1,0.07142857142857142,1.0
gnuplot-4.4.2-dbl_max_10_exp,BM25,110,1,0.00909090909090909,1.0
gnuplot-4.4.2-centre,BM25,19,1,0.05263157894736842,1.0
gnuplot-4.4.2-stdout,BM25,24,1,0.041666666666666664,1.0
gnuplot-4.4.2-gnuplot_tabulate_h,BM25,5,1,0.2,1.0
gnuplot-4.4.2-s_ifnwk,BM25,1,1,1.0,1.0
gnuplot-4.4.2-backside_linetype_offset,BM25,43,1,0.023255813953488372,1.0
gnuplot-4.4.2-windows_no_gui,BM25,37,1,0.02702702702702703,1.0
gnuplot-4.4.2-win32,BM25,18,1,0.05555555555555555,1.0
gnuplot-4.4.2-special_getc,BM25,30,1,0.03333333333333333,1.0
gnuplot-4.4.2-_ibmr2,BM25,2,1,0.5,1.0
gnuplot-4.4.2-have_getcwd,BM25,65,1,0.015384615384615385,1.0
gnuplot-4.4.2-win_ipc,BM25,85,1,0.011764705882352941,1.0
gnuplot-4.4.2-gnuplot_setshow_h,BM25,19,1,0.05263157894736842,1.0
gnuplot-4.4.2-s_irusr,BM25,1,1,1.0,1.0
gnuplot-4.4.2-have_time_t_in_time_h,BM25,86,1,0.011627906976744186,1.0
gnuplot-4.4.2-have_libeditline,BM25,65,1,0.015384615384615385,1.0
gnuplot-4.4.2-default_timestamp_format,BM25,10,1,0.1,1.0
gnuplot-4.4.2-have_libaquaterm,BM25,65,1,0.015384615384615385,1.0
gnuplot-4.4.2-abs,BM25,39,1,0.02564102564102564,1.0
gnuplot-4.4.2-volatile_refresh,BM25,16,1,0.0625,1.0
gnuplot-4.4.2-gnuplot_plot2d_h,BM25,16,1,0.0625,1.0
gnuplot-4.4.2-tcsetsw,BM25,1,1,1.0,1.0
gnuplot-4.4.2-have_libreadline,BM25,65,1,0.015384615384615385,1.0
gnuplot-4.4.2-wgp_console,BM25,14,1,0.07142857142857142,1.0
gnuplot-4.4.2-wc_no_best_fit_chars,BM25,62,1,0.016129032258064516,1.0
gnuplot-4.4.2-have_memcpy,BM25,68,1,0.014705882352941176,1.0
gnuplot-4.4.2-gnuplot_plot_h,BM25,1,1,1.0,1.0
gnuplot-4.4.2-two_side_differentiation,BM25,63,1,0.015873015873015872,1.0
gnuplot-4.4.2-huge_val,BM25,94,1,0.010638297872340425,1.0
gnuplot-4.4.2-have_bzero,BM25,65,1,0.015384615384615385,1.0
gnuplot-4.4.2-crippled_select,BM25,33,1,0.030303030303030304,1.0
gnuplot-4.4.2-gnuplot_wxt_term_h,BM25,87,1,0.011494252873563218,1.0
gnuplot-4.4.2-wdlen,BM25,1,1,1.0,1.0
gnuplot-4.4.2-have_stdlib_h,BM25,72,1,0.013888888888888888,1.0
gnuplot-4.4.2-inrange,BM25,15,1,0.06666666666666667,1.0
gnuplot-4.4.2-column_help,BM25,71,1,0.014084507042253521,1.0
gnuplot-4.4.2-all_term_doc,BM25,88,1,0.011363636363636364,1.0
gnuplot-4.4.2-dist_contact,BM25,76,1,0.013157894736842105,1.0
gnuplot-4.4.2-coordval_float,BM25,12,1,0.08333333333333333,1.0
gnuplot-4.4.2-gnuplot_readline_h,BM25,14,1,0.07142857142857142,1.0
gnuplot-4.4.2-have_dirent_h,BM25,66,1,0.015151515151515152,1.0
gnuplot-4.4.2-have_gd_ttf,BM25,71,1,0.014084507042253521,1.0
gnuplot-4.4.2-have_locale_h,BM25,71,1,0.014084507042253521,1.0
gnuplot-4.4.2-have_strerror,BM25,65,1,0.015384615384615385,1.0
gnuplot-4.4.2-alliant,BM25,2,2,0.5,0.5
gnuplot-4.4.2-hidden3d_gridbox,BM25,18,1,0.05555555555555555,1.0
gnuplot-4.4.2-sigpipe,BM25,2,1,0.5,1.0
gnuplot-4.4.2-gnuplot_wxt_h,BM25,11,1,0.09090909090909091,1.0
gnuplot-4.4.2-getcolor_h,BM25,13,1,0.07692307692307693,1.0
gnuplot-4.4.2-s_isnwk,BM25,1,1,1.0,1.0
gnuplot-4.4.2-pm_cmds_h,BM25,64,1,0.015625,1.0
gnuplot-4.4.2-s_ismpb,BM25,1,1,1.0,1.0
gnuplot-4.4.2-true,BM25,70,1,0.014285714285714285,1.0
gnuplot-4.4.2-use_own_winsystem_function,BM25,118,1,0.00847457627118644,1.0
gnuplot-4.4.2-maxint,BM25,4,1,0.25,1.0
gnuplot-4.4.2-s_iexec,BM25,1,1,1.0,1.0
gnuplot-4.4.2-flt_epsilon,BM25,9,1,0.1111111111111111,1.0
gnuplot-4.4.2-have_snprintf,BM25,66,1,0.015151515151515152,1.0
gnuplot-4.4.2-gp_enh_est,BM25,131,1,0.007633587786259542,1.0
gnuplot-4.4.2-s_iwrite,BM25,1,1,1.0,1.0
gnuplot-4.4.2-s_ififo,BM25,2,1,0.5,1.0
gnuplot-4.4.2-stdc_headers,BM25,9,1,0.0,0.0
gnuplot-4.4.2-dos16,BM25,2,1,0.5,1.0
gnuplot-4.4.2-have_erf,BM25,80,1,0.0125,1.0
gnuplot-4.4.2-gnuplot_eval_h,BM25,33,1,0.030303030303030304,1.0
gnuplot-4.4.2-msdos,BM25,15,1,0.06666666666666667,1.0
gnuplot-4.4.2-vws_xmax,BM25,31,1,0.03225806451612903,1.0
gnuplot-4.4.2-mieee,BM25,1,1,1.0,1.0
gnuplot-4.4.2-let_xputpixel_swap_bytes,BM25,21,1,0.047619047619047616,1.0
gnuplot-4.4.2-noexport,BM25,1,1,1.0,1.0
gnuplot-4.4.2-constants,BM25,18,1,0.0,0.0
gnuplot-4.4.2-badrand,BM25,1,1,1.0,1.0
gnuplot-4.4.2-title_bar_drawing_msg,BM25,72,1,0.013888888888888888,1.0
gnuplot-4.4.2-gnuplot_graphics_h,BM25,38,1,0.02631578947368421,1.0
gnuplot-4.4.2-have_tcgetattr,BM25,65,1,0.015384615384615385,1.0
gnuplot-4.4.2-xk_kp_end,BM25,15,1,0.06666666666666667,1.0
gnuplot-4.4.2-s_isdir,BM25,3,1,0.3333333333333333,1.0
gnuplot-4.4.2-term_help,BM25,105,1,0.009523809523809525,1.0
gnuplot-4.4.2-x11_polyline,BM25,35,1,0.02857142857142857,1.0
gnuplot-4.4.2-unk,BM25,35,1,0.02857142857142857,1.0
gnuplot-4.4.2-gnuplot_standard_h,BM25,24,1,0.041666666666666664,1.0
gnuplot-4.4.2-verylarge,BM25,17,1,0.058823529411764705,1.0
gnuplot-4.4.2-have_isascii,BM25,65,1,0.015384615384615385,1.0
gnuplot-4.4.2-have_termios_h,BM25,65,1,0.015384615384615385,1.0
gnuplot-4.4.2-have_strdup,BM25,67,1,0.014925373134328358,1.0
gnuplot-4.4.2-gp_inline,BM25,104,1,0.009615384615384616,1.0
gnuplot-4.4.2-s_ifdir,BM25,3,1,0.3333333333333333,1.0
gnuplot-4.4.2-shell,BM25,13,1,0.07692307692307693,1.0
gnuplot-4.4.2-have_config_h,BM25,80,1,0.0125,1.0
gnuplot-4.4.2-osk,BM25,4,1,0.0,0.0
gnuplot-4.4.2-docs_termdoc_main,BM25,70,1,0.014285714285714285,1.0
gnuplot-4.4.2-gnuplot_gadgets_h,BM25,13,1,0.07692307692307693,1.0
gnuplot-4.4.2-gnuplot_util3d_h,BM25,9,1,0.1111111111111111,1.0
gnuplot-4.4.2-use_gtk,BM25,1,1,1.0,1.0
gnuplot-4.4.2-faq_location,BM25,22,1,0.045454545454545456,1.0
gnuplot-4.4.2-thin_plate_splines_grid,BM25,73,1,0.0136986301369863,1.0
gnuplot-4.4.2-djsvga,BM25,2,1,0.5,1.0
gnuplot-4.4.2-vsusp,BM25,1,1,1.0,1.0
gnuplot-4.4.2-gnuplot_ps_dir,BM25,102,1,0.00980392156862745,1.0
gnuplot-4.4.2-backup_filesystem,BM25,5,1,0.2,1.0
gnuplot-4.4.2-defaultterm,BM25,1,1,1.0,1.0
gnuplot-4.4.2-have_usleep,BM25,65,1,0.015384615384615385,1.0
gnuplot-4.4.2-sec_offs_sys,BM25,127,1,0.007874015748031496,1.0
gnuplot-4.4.2-pm3d_h,BM25,35,1,0.02857142857142857,1.0
gnuplot-4.4.2-have_sigsetjmp,BM25,65,1,0.015384615384615385,1.0
gnuplot-4.4.2-action_save,BM25,63,1,0.015873015873015872,1.0
gnuplot-4.4.2-have_gtk,BM25,66,1,0.015151515151515152,1.0
gnuplot-4.4.2-charset7bit,BM25,1,1,1.0,1.0
gnuplot-4.4.2-gpview_h,BM25,2,1,0.5,1.0
gnuplot-4.4.2-sequent,BM25,11,1,0.0,0.0
gnuplot-4.4.2-nans,BM25,2,1,0.5,1.0
gnuplot-4.4.2-sortfunc_args,BM25,20,1,0.05,1.0
gnuplot-4.4.2-_aix,BM25,2,1,0.5,1.0
gnuplot-4.4.2-have_strcasecmp,BM25,65,1,0.015384615384615385,1.0
gnuplot-4.4.2-next,BM25,79,1,0.012658227848101266,1.0
gnuplot-4.4.2-have_kpsexpand,BM25,65,1,0.015384615384615385,1.0
gnuplot-4.4.2-ws_ex_appwindow,BM25,71,1,0.014084507042253521,1.0
gnuplot-4.4.2-tt2$m_deccrt3,BM25,1,1,1.0,1.0
gnuplot-4.4.2-docs_xref_h,BM25,15,1,0.06666666666666667,1.0
gnuplot-4.4.2-have_index,BM25,87,1,0.011494252873563218,1.0
gnuplot-4.4.2-s_iwusr,BM25,1,1,1.0,1.0
gnuplot-4.4.2-gnuplot_specfun_h,BM25,3,1,0.3333333333333333,1.0
gnuplot-4.4.2-csidl_appdata,BM25,3,1,0.3333333333333333,1.0
gnuplot-4.4.2-gnuplot_hidden3d_h,BM25,18,1,0.05555555555555555,1.0
gnuplot-4.4.2-dbl_max,BM25,95,1,0.010526315789473684,1.0
gnuplot-4.4.2-have_sys_systeminfo_h,BM25,113,1,0.008849557522123894,1.0
gnuplot-4.4.2-s_islnk,BM25,1,1,1.0,1.0
gnuplot-4.4.2-retsigtype,Classic vector model,6,1,0.16666666666666666,1.0
gnuplot-4.4.2-show_alternative_diagonal,BM25,58,1,0.017241379310344827,1.0
gnuplot-4.4.2-map_symbol,BM25,63,1,0.015873015873015872,1.0
gnuplot-4.4.2-s_isblk,BM25,1,1,1.0,1.0
gnuplot-4.4.2-amiga_sc_6_1,BM25,11,1,0.09090909090909091,1.0
gnuplot-4.4.2-have_sys_bsdtypes_h,BM25,113,1,0.008849557522123894,1.0
gnuplot-4.4.2-have_sys_utsname_h,Classic vector model,117,1,0.0,0.0
gnuplot-4.4.2-dec,BM25,58,1,0.017241379310344827,1.0
gnuplot-4.4.2-gnuplot_plot3d_h,Classic vector model,132,1,0.0,0.0
gnuplot-4.4.2-xk_kp_up,BM25,15,1,0.06666666666666667,1.0
gnuplot-4.4.2-have_cairopdf,BM25,65,1,0.015384615384615385,1.0
gnuplot-4.4.2-gpexecute_h,Classic vector model,7,1,0.14285714285714285,1.0
gnuplot-4.4.2-s_iread,Classic vector model,3,1,0.3333333333333333,1.0
gnuplot-4.4.2-gnuplot_history,BM25,18,1,0.05555555555555555,1.0
gnuplot-4.4.2-have_gd_gif,BM25,72,1,0.013888888888888888,1.0
gnuplot-4.4.2-have_malloc_h,Classic vector model,71,1,0.0,0.0
gnuplot-4.4.2-have_math_h,Classic vector model,65,1,0.015384615384615385,1.0
gnuplot-4.4.2-gnuplot_binary_h,BM25,1,1,1.0,1.0
gnuplot-4.4.2-deccrtl,Classic vector model,1,1,1.0,1.0
gnuplot-4.4.2-gp_exception_name,BM25,108,1,0.009259259259259259,1.0
gnuplot-4.4.2-s_ischr,Classic vector model,1,1,1.0,1.0
gnuplot-4.4.2-mousecmn_h,BM25,5,1,0.2,1.0
gnuplot-4.4.2-no_crossrefs,Classic vector model,156,1,0.00641025641025641,1.0
gnuplot-4.4.2-have_sleep,Classic vector model,68,1,0.014705882352941176,1.0
gnuplot-4.4.2-xk_kp_page_down,Classic vector model,52,1,0.019230769230769232,1.0
gnuplot-4.4.2-gplt_x11_mode,Classic vector model,78,1,0.0,0.0
gnuplot-4.4.2-gnuplot_contour_h,Classic vector model,146,1,0.0,0.0
gnuplot-4.4.2-pipes,Classic vector model,12,1,0.08333333333333333,1.0
gnuplot-4.4.2-check_heap_use,Classic vector model,100,1,0.0,0.0
gnuplot-4.4.2-quadtree_granularity,Classic vector model,2,1,0.5,1.0
gnuplot-4.4.2-variable_h,Classic vector model,78,1,0.0,0.0
gnuplot-4.4.2-gnuplot_template_h,Classic vector model,149,1,0.006711409395973154,1.0
gnuplot-4.4.2-have_stringize,Classic vector model,67,1,0.014925373134328358,1.0
gnuplot-4.4.2-support_middle_endian,Classic vector model,136,1,0.0,0.0
gnuplot-4.4.2-os2_ipc,Classic vector model,23,1,0.043478260869565216,1.0
gnuplot-4.4.2-vaxcrtl,Classic vector model,1,1,0.0,0.0
gnuplot-4.4.2-tboolean,Classic vector model,65,1,0.015384615384615385,1.0
gnuplot-4.4.2-plotrc,Classic vector model,2,1,0.5,1.0
gnuplot-4.4.2-have_float_h,Classic vector model,67,1,0.014925373134328358,1.0
gnuplot-4.4.2-os2,Classic vector model,20,1,0.0,0.0
gnuplot-4.4.2-use_grid_layers,Classic vector model,137,1,0.0,0.0
gnuplot-4.4.2-bsd,Classic vector model,4,1,0.25,1.0
gnuplot-4.4.2-external_x11_window,Classic vector model,75,1,0.013333333333333334,1.0
gnuplot-4.4.2-veof,Classic vector model,1,1,1.0,1.0
gnuplot-4.4.2-action_clear,Classic vector model,57,1,0.017543859649122806,1.0
gnuplot-4.4.2-flt_max,Classic vector model,93,1,0.0,0.0
gnuplot-4.4.2-have_sys_select_h,Classic vector model,119,1,0.008403361344537815,1.0
gnuplot-4.4.2-dispdefs_h,Classic vector model,1,1,1.0,1.0
gnuplot-4.4.2-int_max,Classic vector model,92,1,0.0,0.0
gnuplot-4.4.2-syscfg_h,Classic vector model,58,1,0.017241379310344827,1.0
gnuplot-4.4.2-m_ln10,Classic vector model,2,1,0.5,1.0
gnuplot-4.4.2-action_set,Classic vector model,89,1,0.0,0.0
gnuplot-4.4.2-exit_success,Classic vector model,53,1,0.018867924528301886,1.0
gnuplot-4.4.2-mgr,Classic vector model,15,1,0.06666666666666667,1.0
gnuplot-4.4.2-gif_animation,Classic vector model,10,1,0.1,1.0
gnuplot-4.4.2-_ansi_ext,Classic vector model,142,1,0.0,0.0
gnuplot-4.4.2-action_get,BM25,98,1,0.01020408163265306,1.0
gnuplot-4.4.2-wx_precomp,BM25,15,1,0.06666666666666667,1.0
gnuplot-4.4.2-e_maxexp,BM25,2,1,0.5,1.0
gnuplot-4.4.2-vaxc,BM25,7,1,0.14285714285714285,1.0
gnuplot-4.4.2-gnuplot_alloc_h,BM25,74,1,0.013513513513513514,1.0
gnuplot-4.4.2-sun,BM25,11,1,0.09090909090909091,1.0
gnuplot-4.4.2-s_ixusr,BM25,1,1,1.0,1.0
gnuplot-4.4.2-s_isfifo,BM25,1,1,1.0,1.0
gnuplot-4.4.2-gnuplot_term_api_h,BM25,92,1,0.010869565217391304,1.0
gnuplot-4.4.2-dbl_min_10_exp,BM25,104,1,0.009615384615384616,1.0
gnuplot-4.4.2-gnuplot_misc_h,BM25,25,1,0.04,1.0
gnuplot-4.4.2-use_system_time,BM25,81,1,0.012345679012345678,1.0
gnuplot-4.4.2-debug_enh,BM25,40,1,0.025,1.0
gnuplot-4.4.2-have_rindex,BM25,65,1,0.015384615384615385,1.0
gnuplot-4.4.2-prototypes,BM25,46,1,0.0,0.0
gnuplot-4.4.2-handle_undefined_points,BM25,90,1,0.011111111111111112,1.0
gnuplot-4.4.2-debug,BM25,17,1,0.0,0.0
gnuplot-4.4.2-have_libpdf,BM25,65,1,0.015384615384615385,1.0
gnuplot-4.4.2-verase,BM25,1,1,1.0,1.0
gnuplot-4.4.2-sigtstp,BM25,2,1,0.5,1.0
gnuplot-4.4.2-cliptorange,BM25,2,1,0.5,1.0
gnuplot-4.4.2-gnuplot_gptypes_h,BM25,1,1,1.0,1.0
gnuplot-4.4.2-backwards_compatible,BM25,18,1,0.05555555555555555,1.0
gnuplot-4.4.2-path_max,BM25,101,1,0.009900990099009901,1.0
gnuplot-4.4.2-fontpathset,BM25,1,1,1.0,1.0
gnuplot-4.4.2-ds_3dlook,BM25,85,1,0.011764705882352941,1.0
gnuplot-4.4.2-export_selection,BM25,48,1,0.020833333333333332,1.0
gnuplot-4.4.2-use_ggi_driver,BM25,30,1,0.03333333333333333,1.0
gnuplot-4.4.2-gnuplot_gp_time_h,BM25,120,1,0.008333333333333333,1.0
gnuplot-4.4.2-term_driver_h,BM25,85,1,0.011764705882352941,1.0
gnuplot-4.4.2-gnuplot_internal_h,BM25,34,1,0.029411764705882353,1.0
gnuplot-4.4.2-amiga,BM25,10,1,0.1,1.0
