projectandfeature,methodname,totaltraces,truetraces,precision,recall
gnumeric-1.8.4-biff_debug,Classic vector model,75,1,0.0,0.0
gnumeric-1.8.4-_gnm_file_autoft_h_,Classic vector model,387,1,0.002583979328165375,1.0
gnumeric-1.8.4-gnm_ms_excel_h,Classic vector model,339,1,0.0,0.0
gnumeric-1.8.4-gnumeric_plugin_html_h,Classic vector model,403,1,0.0,0.0
gnumeric-1.8.4-gnm_boot_h,Classic vector model,470,1,0.002127659574468085,1.0
gnumeric-1.8.4-header_lp_matrix,Classic vector model,266,1,0.0,0.0
gnumeric-1.8.4-mapsingularcolumn,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-header_myblas,Classic vector model,119,1,0.0,0.0
gnumeric-1.8.4-no_denorms,Classic vector model,430,1,0.002325581395348837,1.0
gnumeric-1.8.4-alwaysseparatehamaxr,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-fastmxr,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-header_lp_sos,Classic vector model,274,1,0.0,0.0
gnumeric-1.8.4-_glpluf_h,Classic vector model,4,1,0.25,1.0
gnumeric-1.8.4-gnm_ms_chart_h,Classic vector model,354,1,0.0,0.0
gnumeric-1.8.4-have_ynl,Classic vector model,297,1,0.003367003367003367,1.0
gnumeric-1.8.4-have_sys_resource_h,Classic vector model,297,1,0.003367003367003367,1.0
gnumeric-1.8.4-debug_goal_seek,Classic vector model,89,1,0.011235955056179775,1.0
gnumeric-1.8.4-use_value_pools,Classic vector model,405,1,0.0,0.0
gnumeric-1.8.4-gnumeric_tabulate_h,Classic vector model,453,1,0.0,0.0
gnumeric-1.8.4-gnm_ms_formula_r_h,Classic vector model,322,1,0.0,0.0
gnumeric-1.8.4-_gnm_workbook_priv_h_,Classic vector model,295,1,0.0,0.0
gnumeric-1.8.4-_perl_gnumeric_h,Classic vector model,442,1,0.0,0.0
gnumeric-1.8.4-need_fake_erfcgnum,Classic vector model,159,1,0.006289308176100629,1.0
gnumeric-1.8.4-_gnm_sheet_object_widget_h_,Classic vector model,368,1,0.0,0.0
gnumeric-1.8.4-_glplib_h,Classic vector model,30,1,0.03333333333333333,1.0
gnumeric-1.8.4-code_lp_utils,Classic vector model,305,1,0.0,0.0
gnumeric-1.8.4-_gnm_graph_h_,Classic vector model,448,1,0.0,0.0
gnumeric-1.8.4-forceinitialization,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-libblas,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-_gnm_gutils_h_,Classic vector model,426,1,0.0,0.0
gnumeric-1.8.4-disable_debug,Classic vector model,75,1,0.013333333333333334,1.0
gnumeric-1.8.4-_gnm_datetime_h_,Classic vector model,460,1,0.0,0.0
gnumeric-1.8.4-true,Classic vector model,245,1,0.004081632653061225,1.0
gnumeric-1.8.4-not_yet,Classic vector model,332,1,0.0,0.0
gnumeric-1.8.4-qs_is_switch,Classic vector model,464,1,0.0,0.0
gnumeric-1.8.4-_gnm_pattern_h_,Classic vector model,432,1,0.0,0.0
gnumeric-1.8.4-analysis_histogram_h,Classic vector model,55,1,0.01818181818181818,1.0
gnumeric-1.8.4-gnumeric_plugin_lotus_123_lotus_formula_h,Classic vector model,399,1,0.0,0.0
gnumeric-1.8.4-with_long_double,Classic vector model,345,1,0.0,0.0
gnumeric-1.8.4-dotracel0,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-header_commonlib,Classic vector model,119,1,0.0,0.0
gnumeric-1.8.4-gnm_ms_formula_write_h,Classic vector model,255,1,0.0,0.0
gnumeric-1.8.4-lusolfastsolve,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-gnumeric_goal_seek_h,Classic vector model,438,1,0.0,0.0
gnumeric-1.8.4-realxp,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-_gnm_stf_parse_h_,Classic vector model,337,1,0.0,0.0
gnumeric-1.8.4-_gnm_sheet_h_,Classic vector model,423,1,0.0,0.0
gnumeric-1.8.4-_gnm_workbook_view_h_,Classic vector model,353,1,0.0,0.0
gnumeric-1.8.4-use_expr_pools,Classic vector model,386,1,0.0,0.0
gnumeric-1.8.4-gnumeric_plugin_lotus_123_lotus_types_h,Classic vector model,398,1,0.0,0.0
gnumeric-1.8.4-gnm_excel_biff_h,Classic vector model,444,1,0.0,0.0
gnumeric-1.8.4-clocktime,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-gnumeric_plugin_xbase_xbase_h,Classic vector model,412,1,0.0024271844660194173,1.0
gnumeric-1.8.4-gnm_excel_formula_types_h,Classic vector model,365,1,0.0,0.0
gnumeric-1.8.4-legacyslackdefinition,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-_gnm_clipboard_h_,Classic vector model,445,1,0.0,0.0
gnumeric-1.8.4-header_lp_mps,Classic vector model,273,1,0.0,0.0
gnumeric-1.8.4-improvesolutionprecision,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-dual_phase1priceequalities,Classic vector model,31,1,0.0,0.0
gnumeric-1.8.4-_gnm_so_line_h_,Classic vector model,334,1,0.0,0.0
gnumeric-1.8.4-use_tile_pools,Classic vector model,359,1,0.0,0.0
gnumeric-1.8.4-constants,Classic vector model,7,1,0.0,0.0
gnumeric-1.8.4-_gnm_sheet_filter_h_,Classic vector model,384,1,0.0,0.0
gnumeric-1.8.4-debug_expr_stack,Classic vector model,209,1,0.004784688995215311,1.0
gnumeric-1.8.4-need_fake_erfgnum,Classic vector model,159,1,0.006289308176100629,1.0
gnumeric-1.8.4-usemacrovector,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-nomore_for_threads,Classic vector model,8,1,0.125,1.0
gnumeric-1.8.4-debug_selection_paint,Classic vector model,163,1,0.006134969325153374,1.0
gnumeric-1.8.4-_gnm_print_cell_h_,Classic vector model,341,1,0.0,0.0
gnumeric-1.8.4-_gnm_preview_grid_impl_h_,Classic vector model,281,1,0.0,0.0
gnumeric-1.8.4-crash_simplescale,Classic vector model,3,1,0.0,0.0
gnumeric-1.8.4-_glpstr_h,Classic vector model,4,1,0.25,1.0
gnumeric-1.8.4-_glpipp_h,Classic vector model,4,1,0.25,1.0
gnumeric-1.8.4-inverse_active,Classic vector model,122,1,0.0,0.0
gnumeric-1.8.4-sheet_max_cols,Classic vector model,335,1,0.0,0.0
gnumeric-1.8.4-have_erfl,Classic vector model,295,1,0.003389830508474576,1.0
gnumeric-1.8.4-have_sunmath_h,Classic vector model,297,1,0.003367003367003367,1.0
gnumeric-1.8.4-gnumeric_workbook_control_corba_h,Classic vector model,416,1,0.0,0.0
gnumeric-1.8.4-lowerstoragemodel,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-debug_p,Classic vector model,62,1,0.016129032258064516,1.0
gnumeric-1.8.4-my_mod,Classic vector model,431,1,0.0,0.0
gnumeric-1.8.4-gtk_stock_leave_fullscreen,Classic vector model,171,1,0.0,0.0
gnumeric-1.8.4-use_unlocked_io,Classic vector model,346,1,0.0,0.0
gnumeric-1.8.4-_gnm_format_template_h_,Classic vector model,324,1,0.0,0.0
gnumeric-1.8.4-_gnm_mstyle_h_,Classic vector model,380,1,0.0,0.0
gnumeric-1.8.4-_glpinv_h,Classic vector model,4,1,0.25,1.0
gnumeric-1.8.4-_gnm_rangefunc_strings_h_,Classic vector model,427,1,0.00234192037470726,1.0
gnumeric-1.8.4-gtk_stock_fullscreen,Classic vector model,155,1,0.0064516129032258064,1.0
gnumeric-1.8.4-have_erfcl,Classic vector model,297,1,0.003367003367003367,1.0
gnumeric-1.8.4-with_stipple_border,Classic vector model,350,1,0.0,0.0
gnumeric-1.8.4-debug_style,Classic vector model,194,1,0.0,0.0
gnumeric-1.8.4-_gnm_collect_h_,Classic vector model,426,1,0.0,0.0
gnumeric-1.8.4-gnm_ms_office_escher_h,Classic vector model,250,1,0.0,0.0
gnumeric-1.8.4-gnm_cell_combo_foo_view_h,Classic vector model,351,1,0.0,0.0
gnumeric-1.8.4-header_lp_report,Classic vector model,268,1,0.0,0.0
gnumeric-1.8.4-memmove,Classic vector model,4,1,0.25,1.0
gnumeric-1.8.4-mipboundwithof,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-paranoia,Classic vector model,3,1,0.3333333333333333,1.0
gnumeric-1.8.4-gnm_enable_solver,Classic vector model,413,1,0.0,0.0
gnumeric-1.8.4-standalone,Classic vector model,3,1,0.0,0.0
gnumeric-1.8.4-gnm_perl_plugin_loader_h,Classic vector model,403,1,0.0024813895781637717,1.0
gnumeric-1.8.4-_gnm_number_match_h_,Classic vector model,313,1,0.0,0.0
gnumeric-1.8.4-_gnm_symbol_h_,Classic vector model,453,1,0.0,0.0
gnumeric-1.8.4-header_lp_presolve,Classic vector model,269,1,0.0,0.0
gnumeric-1.8.4-_gnm_style_conditions_h_,Classic vector model,365,1,0.0,0.0
gnumeric-1.8.4-debug_qnorm,Classic vector model,67,1,0.014925373134328358,1.0
gnumeric-1.8.4-gnm_ms_excel_write_h,Classic vector model,259,1,0.0,0.0
gnumeric-1.8.4-blas_prec,Classic vector model,49,1,0.02040816326530612,1.0
gnumeric-1.8.4-gnumeric_pln_h,Classic vector model,456,1,0.0021929824561403508,1.0
gnumeric-1.8.4-applysteepestedgeminimum,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-have_mkdtemp,Classic vector model,295,1,0.0,0.0
gnumeric-1.8.4-gnumeric_solver_reports_write_h,Classic vector model,330,1,0.0,0.0
gnumeric-1.8.4-_gnm_sheet_object_cell_comment_h_,Classic vector model,325,1,0.0,0.0
gnumeric-1.8.4-uselongstepdualphase1,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-dualfeasibilitylogiceq2,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-one,Classic vector model,248,1,0.004032258064516129,1.0
gnumeric-1.8.4-gnm_ms_pivot_h,Classic vector model,362,1,0.0,0.0
gnumeric-1.8.4-crypt_md4_h,Classic vector model,10,1,0.1,1.0
gnumeric-1.8.4-_gnm_sheet_object_image_h_,Classic vector model,357,1,0.0,0.0
gnumeric-1.8.4-ieee_754,Classic vector model,5,1,0.2,1.0
gnumeric-1.8.4-_gnm_style_h_,Classic vector model,393,1,0.0,0.0
gnumeric-1.8.4-oleo_debug,Classic vector model,67,1,0.014925373134328358,1.0
gnumeric-1.8.4-_gnm_workbook_control_priv_h_,Classic vector model,278,1,0.0,0.0
gnumeric-1.8.4-_gnm_commands_h_,Classic vector model,424,1,0.0,0.0
gnumeric-1.8.4-_gnm_xml_sax_h_,Classic vector model,428,1,0.0,0.0
gnumeric-1.8.4-gnm_ms_excel_util_h,Classic vector model,237,1,0.0,0.0
gnumeric-1.8.4-header_lp_simplex,Classic vector model,262,1,0.0,0.0
gnumeric-1.8.4-_gnm_graph_window_h_,Classic vector model,389,1,0.0,0.0
gnumeric-1.8.4-have_ieee754_h,Classic vector model,297,1,0.003367003367003367,1.0
gnumeric-1.8.4-_gnm_rangefunc_h_,Classic vector model,469,1,0.0,0.0
gnumeric-1.8.4-memcopy,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-hildon,Classic vector model,3,1,0.3333333333333333,1.0
gnumeric-1.8.4-usedualpresolve,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-plugin_py_gnumeric_h,Classic vector model,410,1,0.0,0.0
gnumeric-1.8.4-gnumeric_tool_dialogs_h,Classic vector model,372,1,0.0,0.0
gnumeric-1.8.4-_gnm_gconf_h_,Classic vector model,453,1,0.0,0.0
gnumeric-1.8.4-have_g_slice_alloc,Classic vector model,307,1,0.0,0.0
gnumeric-1.8.4-_glplpx_unlock,Classic vector model,23,1,0.043478260869565216,1.0
gnumeric-1.8.4-_gnm_consolidate_h_,Classic vector model,474,1,0.0,0.0
gnumeric-1.8.4-gnm_biff_h,Classic vector model,474,1,0.0,0.0
gnumeric-1.8.4-g_enable_debug,Classic vector model,91,1,0.01098901098901099,1.0
gnumeric-1.8.4-mathlib_standalone,Classic vector model,3,1,0.3333333333333333,1.0
gnumeric-1.8.4-plugin_gnm_python_h,Classic vector model,427,1,0.0,0.0
gnumeric-1.8.4-sheet_max_rows,Classic vector model,354,1,0.0,0.0
gnumeric-1.8.4-have_gtk_recent_manager_get_default,Classic vector model,332,1,0.0030120481927710845,1.0
gnumeric-1.8.4-roundprecisionbase2,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-_gnm_value_h_,Classic vector model,401,1,0.0,0.0
gnumeric-1.8.4-inverse_eta,Classic vector model,297,1,0.0,0.0
gnumeric-1.8.4-usedualreducedcostupdate,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-excludenativeinverse,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-oo_debug_objs,Classic vector model,405,1,0.0,0.0
gnumeric-1.8.4-gnumeric_expr_entry_h,Classic vector model,431,1,0.0,0.0
gnumeric-1.8.4-linearsearch,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-excludenativelanguage,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-_gnm_func_h_,Classic vector model,321,1,0.0,0.0
gnumeric-1.8.4-xbase_debug,Classic vector model,65,1,0.015384615384615385,1.0
gnumeric-1.8.4-r_use_old_pgamma,Classic vector model,365,1,0.0,0.0
gnumeric-1.8.4-staticmemalloc,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-_gnm_wbc_gtk_h_,Classic vector model,411,1,0.0,0.0
gnumeric-1.8.4-_gnm_command_context_stderr_h_,Classic vector model,304,1,0.0,0.0
gnumeric-1.8.4-lusolfastcopy,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-debug_bounding_box,Classic vector model,125,1,0.008,1.0
gnumeric-1.8.4-_gnm_cmd_edit_h_,Classic vector model,343,1,0.0,0.0
gnumeric-1.8.4-_glplpx_h,Classic vector model,16,1,0.0625,1.0
gnumeric-1.8.4-_libc,Classic vector model,2,1,0.0,0.0
gnumeric-1.8.4-gnumeric_solver_api_h,Classic vector model,440,1,0.0,0.0
gnumeric-1.8.4-_gnm_complex_h_,Classic vector model,470,1,0.0,0.0
gnumeric-1.8.4-pricerdefaultopt,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-_gnm_wbc_gtk_impl_h_,Classic vector model,342,1,0.0,0.0
gnumeric-1.8.4-dopresolverelativetest,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-_gnm_xml_io_version_h_,Classic vector model,260,1,0.0,0.0
gnumeric-1.8.4-_gnm_gui_util_h_,Classic vector model,282,1,0.0,0.0
gnumeric-1.8.4-useold_lu6chk_20040510,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-dual_removebasicfixedvars,Classic vector model,31,1,0.0,0.0
gnumeric-1.8.4-calloc,Classic vector model,20,1,0.05,1.0
gnumeric-1.8.4-gnumeric_widget_editable_label_h,Classic vector model,417,1,0.0,0.0
gnumeric-1.8.4-gnm_format_sel_h,Classic vector model,300,1,0.0,0.0
gnumeric-1.8.4-_gnm_sheet_autofill_h_,Classic vector model,415,1,0.0,0.0
gnumeric-1.8.4-_glplpp_h,Classic vector model,4,1,0.25,1.0
gnumeric-1.8.4-_gnm_format_h_,Classic vector model,331,1,0.0,0.0
gnumeric-1.8.4-header_lp_crash,Classic vector model,274,1,0.0,0.0
gnumeric-1.8.4-g_plugin_font_h_,Classic vector model,155,1,0.0,0.0
gnumeric-1.8.4-maybe_future,Classic vector model,38,1,0.02631578947368421,1.0
gnumeric-1.8.4-_gnm_complete_h_,Classic vector model,412,1,0.0,0.0
gnumeric-1.8.4-_gnm_application_h_,Classic vector model,409,1,0.0,0.0
gnumeric-1.8.4-gnumeric_help_h,Classic vector model,404,1,0.0,0.0
gnumeric-1.8.4-parser_lp,Classic vector model,262,1,0.0,0.0
gnumeric-1.8.4-setsmalltozero,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-_gnm_sheet_merge_h_,Classic vector model,371,1,0.0,0.0
gnumeric-1.8.4-lagbasiscontract,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-have_mkfifo,Classic vector model,296,1,0.0033783783783783786,1.0
gnumeric-1.8.4-_msc_ver,Classic vector model,385,1,0.0,0.0
gnumeric-1.8.4-gnm_validation_combo_foo_view_h,Classic vector model,368,1,0.002717391304347826,1.0
gnumeric-1.8.4-def_strbufsize,Classic vector model,498,1,0.0,0.0
gnumeric-1.8.4-userelativepivot_dual,Classic vector model,31,1,0.0,0.0
gnumeric-1.8.4-v51mode,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-_gnm_expr_impl_h_,Classic vector model,306,1,0.0,0.0
gnumeric-1.8.4-dual_userejectionlist,Classic vector model,31,1,0.0,0.0
gnumeric-1.8.4-slackinitminusinf,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-gnumeric_dao_gui_utils_h,Classic vector model,386,1,0.0,0.0
gnumeric-1.8.4-header_mdo,Classic vector model,122,1,0.0,0.0
gnumeric-1.8.4-stralloccopy,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-_gnm_rendered_value_h_,Classic vector model,385,1,0.0,0.0
gnumeric-1.8.4-free,Classic vector model,363,1,0.0027548209366391185,1.0
gnumeric-1.8.4-have_lgamma,Classic vector model,296,1,0.0033783783783783786,1.0
gnumeric-1.8.4-basisstoragemodel,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-_gnm_position_h_,Classic vector model,397,1,0.0,0.0
gnumeric-1.8.4-have_ieeefp_h,Classic vector model,297,1,0.003367003367003367,1.0
gnumeric-1.8.4-memclear,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-_glpmip_h,Classic vector model,4,1,0.25,1.0
gnumeric-1.8.4-g_byte_order,Classic vector model,156,1,0.0,0.0
gnumeric-1.8.4-plugin_py_console_h,Classic vector model,332,1,0.0030120481927710845,1.0
gnumeric-1.8.4-no_debug_gconf,Classic vector model,361,1,0.0,0.0
gnumeric-1.8.4-inverse_legacy,Classic vector model,23,1,0.043478260869565216,1.0
gnumeric-1.8.4-_gnm_cell_h_,Classic vector model,402,1,0.0,0.0
gnumeric-1.8.4-_gnm_solver_h_,Classic vector model,448,1,0.0,0.0
gnumeric-1.8.4-plugin_psiconv_plugin_h,Classic vector model,99,1,0.010101010101010102,1.0
gnumeric-1.8.4-_gnm_auto_format_h_,Classic vector model,331,1,0.0,0.0
gnumeric-1.8.4-matlab_mex_file,Classic vector model,274,1,0.0,0.0
gnumeric-1.8.4-have_uname,Classic vector model,296,1,0.0033783783783783786,1.0
gnumeric-1.8.4-_gnm_item_acetate_h_,Classic vector model,407,1,0.002457002457002457,1.0
gnumeric-1.8.4-inverse_lumod,Classic vector model,21,1,0.0,0.0
gnumeric-1.8.4-_gnm_stf_export_h_,Classic vector model,427,1,0.0,0.0
gnumeric-1.8.4-_gnm_mathfunc_h_,Classic vector model,435,1,0.0,0.0
gnumeric-1.8.4-debug_axis,Classic vector model,71,1,0.014084507042253521,1.0
gnumeric-1.8.4-use_rv_pools,Classic vector model,320,1,0.0,0.0
gnumeric-1.8.4-_gnm_gui_clipboard_h_,Classic vector model,347,1,0.0,0.0
gnumeric-1.8.4-gnm_excel_rc4_h,Classic vector model,442,1,0.0022624434389140274,1.0
gnumeric-1.8.4-loadinverselib,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-usemilpslacksrcf,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-matrixrowaccess,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-_gnm_sheet_control_gui_priv_h_,Classic vector model,287,1,0.0,0.0
gnumeric-1.8.4-_gnm_item_grid_h_,Classic vector model,379,1,0.0,0.0
gnumeric-1.8.4-_gnm_sheet_object_graph_h_,Classic vector model,359,1,0.0,0.0
gnumeric-1.8.4-gnm_ms_excel_xf_h,Classic vector model,332,1,0.0,0.0
gnumeric-1.8.4-header_lp_price,Classic vector model,271,1,0.0,0.0
gnumeric-1.8.4-_gnm_sheet_control_priv_h_,Classic vector model,292,1,0.0,0.0
gnumeric-1.8.4-lp_solve_h,Classic vector model,255,1,0.0,0.0
gnumeric-1.8.4-_gnm_style_impl_h_,Classic vector model,323,1,0.0,0.0
gnumeric-1.8.4-g_big_endian,Classic vector model,54,1,0.018518518518518517,1.0
gnumeric-1.8.4-assumehighaccuracyinbb,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-originalparam,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-gnm_with_gnome,Classic vector model,250,1,0.0,0.0
gnumeric-1.8.4-_win32,Classic vector model,12,1,0.08333333333333333,1.0
gnumeric-1.8.4-usemmx,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-divisorintegralitylogiceq2,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-_gnm_history_h_,Classic vector model,468,1,0.002136752136752137,1.0
gnumeric-1.8.4-_gnm_dependent_h_,Classic vector model,425,1,0.0,0.0
gnumeric-1.8.4-have_lgamma_r,Classic vector model,296,1,0.0033783783783783786,1.0
gnumeric-1.8.4-debug_corba,Classic vector model,66,1,0.015151515151515152,1.0
gnumeric-1.8.4-debug_selection,Classic vector model,162,1,0.0,0.0
gnumeric-1.8.4-gnumeric_plugin_roff_h,Classic vector model,409,1,0.0024449877750611247,1.0
gnumeric-1.8.4-looseparam,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-usemilpexpandedrcf,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-_gnm_search_h_,Classic vector model,430,1,0.0,0.0
gnumeric-1.8.4-chvatalparam,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-resetminitonreinvert,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-g_little_endian,Classic vector model,13,1,0.0,0.0
gnumeric-1.8.4-_gnm_parse_util_h_,Classic vector model,261,1,0.0,0.0
gnumeric-1.8.4-gnm_filter_combo_foo_view_h,Classic vector model,367,1,0.0027247956403269754,1.0
gnumeric-1.8.4-noloopunroll,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-_gnm_sheet_private_h_,Classic vector model,407,1,0.0,0.0
gnumeric-1.8.4-useprimalreducedcostupdate,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-header_lp_lusol,Classic vector model,276,1,0.0,0.0
gnumeric-1.8.4-_gnm_hlink_h_,Classic vector model,456,1,0.0,0.0
gnumeric-1.8.4-gnumeric_plugin_latex_h,Classic vector model,407,1,0.0,0.0
gnumeric-1.8.4-_gnm_pane_impl_h_,Classic vector model,288,1,0.0,0.0
gnumeric-1.8.4-inverse_glpklu,Classic vector model,21,1,0.0,0.0
gnumeric-1.8.4-usetimer,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-_gnm_plugin_h_,Classic vector model,425,1,0.0,0.0
gnumeric-1.8.4-gnumeric_html_boot_h,Classic vector model,434,1,0.0,0.0
gnumeric-1.8.4-_glpspx_h,Classic vector model,4,1,0.25,1.0
gnumeric-1.8.4-fixinaccuratedualminit,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-need_fake_yngnum,Classic vector model,159,1,0.006289308176100629,1.0
gnumeric-1.8.4-_gnm_session_h_,Classic vector model,479,1,0.0020876826722338203,1.0
gnumeric-1.8.4-perlio,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-lusolfastclear,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-have_langinfo_h,Classic vector model,295,1,0.0,0.0
gnumeric-1.8.4-_gnm_sheet_control_h_,Classic vector model,336,1,0.0,0.0
gnumeric-1.8.4-plugin_gnm_py_interpreter_h,Classic vector model,290,1,0.0,0.0
gnumeric-1.8.4-_gnm_item_cursor_h_,Classic vector model,392,1,0.0,0.0
gnumeric-1.8.4-_gnm_sheet_style_h_,Classic vector model,383,1,0.0,0.0
gnumeric-1.8.4-_gnm_regression_h_,Classic vector model,472,1,0.0,0.0
gnumeric-1.8.4-_gnm_preview_grid_h_,Classic vector model,430,1,0.002325581395348837,1.0
gnumeric-1.8.4-gnumeric_plugin_lotus_123_lotus_h,Classic vector model,404,1,0.0024752475247524753,1.0
gnumeric-1.8.4-partial_tile_col,Classic vector model,289,1,0.0,0.0
gnumeric-1.8.4-gnumeric_tools_solver_reports_h,Classic vector model,440,1,0.0022727272727272726,1.0
gnumeric-1.8.4-_gnm_style_color_h_,Classic vector model,374,1,0.0,0.0
gnumeric-1.8.4-colamd_h,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-debug_rldb,Classic vector model,64,1,0.015625,1.0
gnumeric-1.8.4-gnumeric_sheet_control_corba_h,Classic vector model,418,1,0.0,0.0
gnumeric-1.8.4-lusol_useblas,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-use_mstyle_pool,Classic vector model,358,1,0.0,0.0
gnumeric-1.8.4-header_lusol,Classic vector model,120,1,0.008333333333333333,1.0
gnumeric-1.8.4-_gnm_ranges_h_,Classic vector model,354,1,0.0,0.0
gnumeric-1.8.4-acceptmarginalaccuracy,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-use_string_pools,Classic vector model,380,1,0.0,0.0
gnumeric-1.8.4-forcerowbasedl0,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-_md5_h,Classic vector model,4,1,0.25,1.0
gnumeric-1.8.4-_gnm_sheet_object_impl_h_,Classic vector model,385,1,0.0,0.0
gnumeric-1.8.4-blocksize,Classic vector model,2,1,0.5,1.0
gnumeric-1.8.4-matrixcolaccess,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-gnumeric_plugin_paradox_paradox_h,Classic vector model,411,1,0.0024330900243309003,1.0
gnumeric-1.8.4-gnumeric_dao_h,Classic vector model,455,1,0.0,0.0
gnumeric-1.8.4-gnumeric_dashed_canvas_line_h,Classic vector model,441,1,0.0,0.0
gnumeric-1.8.4-usepreprocessmdo,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-debug_expr,Classic vector model,202,1,0.0049504950495049506,1.0
gnumeric-1.8.4-range_debug,Classic vector model,251,1,0.0,0.0
gnumeric-1.8.4-directarrayof,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-lotus_debug,Classic vector model,69,1,0.0,0.0
gnumeric-1.8.4-debug_evaluation,Classic vector model,67,1,0.0,0.0
gnumeric-1.8.4-debug_style_list,Classic vector model,302,1,0.0,0.0
gnumeric-1.8.4-_string_arch_unaligned,Classic vector model,273,1,0.003663003663003663,1.0
gnumeric-1.8.4-dofastmath,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-data_slicer,Classic vector model,306,1,0.0,0.0
gnumeric-1.8.4-classichamaxr,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-_glpavl_h,Classic vector model,3,1,0.3333333333333333,1.0
gnumeric-1.8.4-false,Classic vector model,242,1,0.004132231404958678,1.0
gnumeric-1.8.4-_gnm_sheet_view_h_,Classic vector model,389,1,0.0,0.0
gnumeric-1.8.4-my_boolstr,Classic vector model,62,1,0.0,0.0
gnumeric-1.8.4-classicdiagu,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-lusolfastmove,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-increasepivotonreducedaccuracy,Classic vector model,1,1,1.0,1.0
gnumeric-1.8.4-_glpiet_h,Classic vector model,2,1,0.5,1.0
gnumeric-1.8.4-use_pools,Classic vector model,370,1,0.0,0.0
gnumeric-1.8.4-header_lp_hash,Classic vector model,297,1,0.0,0.0
gnumeric-1.8.4-inline,Classic vector model,32,1,0.03125,1.0
gnumeric-1.8.4-header_lp_pricepse,Classic vector model,276,1,0.0,0.0
gnumeric-1.8.4-pxlib_minor_verion,Classic vector model,13,1,0.0,0.0
