"sep=,"
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/HTPlain.c.xml,CH_NBSP;CH_SHY;REMOVE_CR_ONLY;USE_COLOR_STYLE
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/HTPlain.h.xml,HTPLAIN_H;__cplusplus
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/HTRules.c.xml,ACCESS_AUTH;LY_FIND_LEAKS;NO_RULES;PUT_ON_HEAD
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/HTRules.h.xml,HTRULE_H;HTUTILS_H;NO_RULES;__cplusplus
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/HTStream.h.xml,HTSTREAM_H;HTSTREAM_INTERNAL;HTUTILS_H;__cplusplus
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/HTString.c.xml,DEBUG_ASTERISK;HAVE_VASPRINTF;HTSprintf;HTSprintf0;LY_FIND_LEAKS;NOT_ASCII;NO_LYNX_TRACE;SAVE_TIME_NOT_SPACE;USE_IGNORE_RC;USE_QUOTED_PARAMETER;VC;VM;_REENTRANT;_THREAD_SAFE;_WINDOWS
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/HTString.h.xml,DOSPATH;HTSTRING_H;HTUTILS_H;LY_FIND_LEAKS;NOT_ASCII;USE_QUOTED_PARAMETER;VMS;__CYGWIN__;__EMX__;__cplusplus
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/HTStyle.c.xml,NEXT_SUPRESS;SUPPRESS
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/HTStyle.h.xml,HTStyle_H;NeXT_suppressed;SUPPRESS;SUPRESS;__cplusplus
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/HTTCP.c.xml,DEBUG_HOSTENT;DEBUG_HOSTENT_CHILD;DECL_SYS_ERRLIST;DECNET;DGUX_OLD;DOSPATH;EAGAIN;ERESTARTSYS;ER_NO_TRANS_DONE;GUSI;HAVE_H_ERRNO;HAVE_INET_ATON;HAVE_RESOLV_H;HAVE_SIGACTION;HAVE_STRERROR;HAVE_TYPE_UNIONWAIT;INET6;LY_FIND_LEAKS;MULTINET;MVS;NEED_HOST_ADDRESS;NETDB_INTERNAL;NOSIGHUP;NO_IOCTL;NO_RECOVERY;NSL_FORK;Rselect;SHORTENED_RBIND;SH_EX;SIGTSTP;SIGWINCH;SOCKET_DEBUG_TRACE;SOCKS;SUPPRESS;SVR4_BSDSELECT;UCX;UNIX;USE_FCNTL;USE_READPROGRESS;USE_WINSOCK2_H;VAXC;VM;VMS;WCOREDUMP;_WINDOWS;_WINDOWS_NSL;__BEOS__;__CYGWIN__;__DJGPP__;__linux__;h_errno;select
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/HTTCP.h.xml,HTTCP_H;HTUTILS_H;INET6;LYNX_ADDRINFO;LYNX_HOSTENT;__cplusplus
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/HTTP.c.xml,DISABLE_NEWS;GLOBALDEF_IS_MACRO;GNUTLS_VERSION_NUMBER;NOT_ASCII;OPENSSL_NO_TLSEXT;OPENSSL_VERSION_NUMBER;SERVER_STATUS_ONLY;SH_EX;SSLEAY_VERSION_NUMBER;SSL_MODE_AUTO_RETRY;SSL_MODE_RELEASE_BUFFERS;SSL_OP_NO_COMPRESSION;SSL_OP_NO_SSLv2;UCX;USE_GNUTLS_FUNCS;USE_GNUTLS_INCL;USE_NSS_COMPAT_INCL;USE_OPENSSL_INCL;USE_PROGRAM_DIR;USE_SSL;USE_X509_SUPPORT;_WINDOWS
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/HTTP.h.xml,GLOBALREF_IS_MACRO;HTTP_H;USE_SSL;__cplusplus
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/HTTelnet.c.xml,CMU_TCP;DOSPATH;GLOBALDEF_IS_MACRO;MULTINET;NeXT;NeXTSTEP;SIMPLE_TELNET;SOCKETSHR_TCP;TELNETHOPPER_MAIL;TELNET_DONE;UCX;UNIX;VM;VMS;WIN_TCP;__CYGWIN__;__GNUC__
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/HTTelnet.h.xml,GLOBALREF_IS_MACRO;HTTELNET_H;__cplusplus
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/HTUU.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/HTUU.h.xml,HTUTILS_H;HTUU_H;__cplusplus
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/HTUtils.h.xml,BOOL;BOOLEAN_DEFINED;CURSES;DECL_SLEEP;DJGPP;DONT_USE_GETTEXT;DONT_USE_SOCKS5;DOSPATH;EXIT_FAILURE;EXIT_SUCCESS;FILE_DOES_NOT_EXIST;GCC_NORETURN;GCC_PRINTF;GCC_PRINTFLIKE;GCC_UNUSED;HAVE_ALLOCA_H;HAVE_ATOLL;HAVE_BSD_RANDOM_H;HAVE_BSD_STDLIB_H;HAVE_CONFIG_H;HAVE_ICONV;HAVE_INTTYPES_H;HAVE_LIBDBMALLOC;HAVE_LIBDMALLOC;HAVE_LIBUTF8_H;HAVE_LONG_LONG;HAVE_POPEN;HAVE_STDLIB_H;HAVE_USE_DEFAULT_COLORS;HTMIN;HTUTILS_H;INCLUDE_PROTOTYPES;LY_MAXPATH;LY_TRACELINE;NO_ARPA_INET_H;NO_CBREAK;NO_CUSERID;NO_FILIO_H;NO_GETCWD;NO_KEYPAD;NO_LYNX_TRACE;NO_PUTENV;NO_SIZECHANGE;NO_TTYTYPE;NO_UNISTD_H;NO_UTMP;NULL;NeXT;PRI_off_t;PRI_time_t;PRId32;PRId64;SIZEOF_INT;SIZEOF_LONG;SIZEOF_OFF_T;SIZEOF_TIME_T;SSL_VERIFY_PEER;TOLOWER;TRUE;UNIX;USE_ASCII_CTYPES;USE_COLOR_STYLE;USE_DEFAULT_COLORS;USE_GNUTLS_FUNCS;USE_GNUTLS_INCL;USE_NSS_COMPAT_INCL;USE_OPENSSL_INCL;USE_SLANG;USE_SOCKS4_PREFIX;USE_SOCKS5;USE_SSL;USE_VERTRACE;USE_WINSOCK2_H;VAXC;VMS;WIN_EX;YES;_AIX;_FORTIFY_SOURCE;_MSC_VER;_WINDOWS;_WIN_CC;__BEOS__;__CYGWIN32__;__CYGWIN__;__DECC;__DJGPP__;__EMX__;__FILE__;__GNUC__;__MINGW32__;__cplusplus;alloca;lynx_rand;lynx_srand;printf;show_alloc;ultrix;unix;va_arg;vax
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/HTVMSUtils.c.xml,NOTDEFINED;NULL;VMS;_POSIX_SOURCE
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/HTVMSUtils.h.xml,HTUTILS_H;HTVMSUTIL_H;__cplusplus
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/HTVMS_WaisProt.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/HTVMS_WaisProt.h.xml,HTUTILS_H;WMESSAGE_H;_H_WAIS_protocol_
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/HTVMS_WaisUI.c.xml,VMS;__GNUC__
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/HTVMS_WaisUI.h.xml,FALSE;HTUTILS_H;HTVMSWAIS_H;TRUE;__cplusplus;boolean;false;true
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/HTWAIS.c.xml,CACHE_FILE_PREFIX;GLOBALDEF_IS_MACRO;HAVE_WAIS_H;VMS
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/HTWAIS.h.xml,GLOBALREF_IS_MACRO;HTWAIS_H;__cplusplus
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lynx-2.8.9/_cppstats_featurelocations/WWW/Library/Implementation/HTWSRC.c.xml,CACHE_FILE_PREFIX
