arith:Arith.hs,CLI.hs
pf_novars:Arith.hs,CLI.hs
lazy_vars:Arith.hs,CLI.hs
ite:Arith.hs,CLI.hs
lambdas:Arith.hs,CLI.hs
lazy_lambdas:Arith.hs,CLI.hs
strict_lambdas:Arith.hs,CLI.hs
dynamic_lambdas:Arith.hs,CLI.hs
strict_vars:Arith.hs,CLI.hs
vars:Arith.hs,CLI.hs
evalerror:Arith.hs,CLI.hs
binopsArith.hs,CLI.hs
unops:Arith.hs,CLI.hs
bools:Arith.hs,CLI.hs
windows:CLI.hs
linux:CLI.hs
static_lambdas:Arith.hs,CLI.hs
