"sep=,"
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/lighttpd-angel.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/log.c.xml,FD_CLOEXEC;HAVE_FORK;HAVE_SYSLOG_H;HAVE_VALGRIND_VALGRIND_H;O_LARGEFILE;__WIN32
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/log.h.xml,_LOG_H_
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/md5.c.xml,HAVE_CONFIG_H;HAVE_MEMCPY;HAVE_MEMSET;USE_OPENSSL
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/md5.h.xml,HAVE_INTTYPES_H;HAVE_STDINT_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_access.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_accesslog.c.xml,HAVE_GMTIME_R;HAVE_LOCALTIME_R;HAVE_STRUCT_TM_GMTOFF;HAVE_SYSLOG_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_alias.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_auth.c.xml,USE_LDAP
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_auth.h.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_cgi.c.xml,HAVE_IPV6;HAVE_SYS_FILIO_H;__CYGWIN__;__WIN32
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_cml.c.xml,HAVE_MEMCACHE_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_cml.h.xml,HAVE_MEMCACHE_H;_MOD_CACHE_H_
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_cml_funcs.c.xml,HAVE_LUA_H;HAVE_MEMCACHE_H;USE_OPENSSL
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_cml_funcs.h.xml,HAVE_CONFIG_H;HAVE_LUA_H;_MOD_CML_FUNCS_H_
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_cml_lua.c.xml,HAVE_LUA_H;HAVE_MEMCACHE_H;USE_OPENSSL
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_compress.c.xml,HAVE_BZLIB_H;HAVE_LIBBZ2;HAVE_LIBZ;HAVE_LSTAT;HAVE_ZLIB_H;USE_BZ2LIB;USE_MMAP;USE_ZLIB;__WIN32
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_dirlisting.c.xml,HAVE_ATTR_ATTRIBUTES_H;HAVE_LOCALTIME_R;HAVE_PATHCONF;HAVE_PCRE_H;HAVE_SYS_SYSLIMITS_H;HAVE_XATTR;NAME_MAX;__WIN32
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_evasive.c.xml,HAVE_IPV6
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_evhost.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_expire.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_extforward.c.xml,AI_NUMERICSERV;HAVE_CONFIG_H;HAVE_IPV6
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_fastcgi.c.xml,HAVE_FASTCGI_FASTCGI_H;HAVE_FASTCGI_H;HAVE_FORK;HAVE_IPV6;HAVE_SYS_FILIO_H;HAVE_SYS_UIO_H;HAVE_SYS_UN_H;HAVE_SYS_WAIT_H;SIGTSTP;SIGTTIN;SIGTTOU;SUN_LEN
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_flv_streaming.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_indexfile.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_magnet.c.xml,HAVE_LUA_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_magnet_cache.c.xml,HAVE_LUA_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_magnet_cache.h.xml,HAVE_LUA_H;_MOD_MAGNET_CACHE_H_
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_mysql_vhost.c.xml,DEBUG;DEBUG_MOD_MYSQL_VHOST;HAVE_CONFIG_H;HAVE_MYSQL;MYSQL_VERSION_ID
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_proxy.c.xml,HAVE_INET_PTON;HAVE_IPV6;HAVE_SYS_FILIO_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_redirect.c.xml,HAVE_PCRE_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_rewrite.c.xml,HAVE_PCRE_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_rrdtool.c.xml,HAVE_FORK
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_scgi.c.xml,HAVE_FORK;HAVE_IPV6;HAVE_SYS_FILIO_H;HAVE_SYS_UIO_H;HAVE_SYS_UN_H;HAVE_SYS_WAIT_H;SIGTSTP;SIGTTIN;SIGTTOU;SUN_LEN;USE_OPENSSL
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_secure_download.c.xml,USE_OPENSSL
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_setenv.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_simple_vhost.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_skeleton.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_ssi.c.xml,HAVE_FORK;HAVE_IPV6;HAVE_PCRE_H;HAVE_PWD_H;HAVE_SYS_FILIO_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_ssi.h.xml,HAVE_PCRE_H;_MOD_SSI_H_
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_ssi_expr.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_ssi_expr.h.xml,_MOD_SSI_EXPR_H_
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_ssi_exprparser.c.xml,INTERFACE;NDEBUG;YYERRORSYMBOL;YYFALLBACK
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_ssi_exprparser.h.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_staticfile.c.xml,HAVE_LSTAT
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_status.c.xml,HAVE_PCRE_H;USE_FREEBSD_KQUEUE;USE_LIBEV;USE_LINUX_EPOLL;USE_POLL;USE_SELECT;USE_SOLARIS_DEVPOLL;USE_SOLARIS_PORT
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_trigger_b4_dl.c.xml,HAVE_GDBM;HAVE_GDBM_H;HAVE_MEMCACHE_H;HAVE_PCRE_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_userdir.c.xml,HAVE_PWD_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_usertrack.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/mod_webdav.c.xml,HAVE_LIBXML_H;HAVE_SQLITE3_H;HAVE_UUID_UUID_H;USE_LOCKS;USE_PROPPATCH
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/network.c.xml,HAVE_IPV6;HAVE_SYS_UN_H;OPENSSL_NO_DH;OPENSSL_NO_ECDH;OPENSSL_NO_TLSEXT;OPENSSL_VERSION_NUMBER;SO_ACCEPTFILTER;SSL_OP_DONT_INSERT_EMPTY_FRAGMENTS;SSL_OP_NO_COMPRESSION;SUN_LEN;TCP_CORK;TCP_DEFER_ACCEPT;USE_FREEBSD_SENDFILE;USE_LINUX_SENDFILE;USE_OPENSSL;USE_SOLARIS_SENDFILEV;USE_WRITEV;__WIN32
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/network.h.xml,_NETWORK_H_
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/network_backends.h.xml,ENABLE_MMAP;HAVE_CONFIG_H;HAVE_MMAP;HAVE_SENDFILE;HAVE_SENDFILE64;HAVE_SENDFILEV;HAVE_SENDFILE_BROKEN;HAVE_SEND_FILE;HAVE_SYS_MMAN_H;HAVE_SYS_SENDFILE_H;HAVE_SYS_UIO_H;HAVE_WRITEV;MAP_FAILED;USE_OPENSSL;_LARGEFILE_SOURCE;_NETWORK_BACKENDS_H_;__DragonFly__;__FreeBSD__;__aix;__linux__;__sun
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/network_freebsd_sendfile.c.xml,UIO_MAXIOV;USE_FREEBSD_SENDFILE;__DragonFly__;__FreeBSD__
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/network_linux_sendfile.c.xml,HAVE_POSIX_FADVISE;USE_LINUX_SENDFILE
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/network_openssl.c.xml,USE_OPENSSL
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/network_solaris_sendfilev.c.xml,UIO_MAXIOV;USE_SOLARIS_SENDFILEV
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/network_write.c.xml,HAVE_SYS_FILIO_H;HAVE_SYS_RESOURCE_H;USE_MMAP;__WIN32
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/network_writev.c.xml,HAVE_MADVISE;IOV_MAX;LOCAL_BUFFERING;UIO_MAXIOV;USE_WRITEV;_XOPEN_IOV_MAX
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/plugin.c.xml,HAVE_VALGRIND_VALGRIND_H;LIGHTTPD_STATIC;__CYGWIN__;__WIN32
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/lighttpd-1.4.35/_cppstats_featurelocations/src/plugin.h.xml,_PLUGIN_H_
