"sep=,"
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/xterm-3.3.0/_cppstats_featurelocations/misc.c.xml,ALLOWLOGFILECHANGES;ALLOWLOGFILEEXEC;ALLOWLOGFILEONOFF;ALLOWLOGGING;EINTR;ERESTARTSYS;HAVE_GETHOSTNAME;HAVE_LANGINFO_CODESET;HAVE_LIBXPM;HAVE_LIB_XCURSOR;HAVE_MKDTEMP;HAVE_PUTENV;HAVE_STRFTIME;HAVE_UNSETENV;HAVE_WAITPID;HAVE_X11_SUNKEYSYM_H;HAVE_XKB_BELL_EXT;NO_LEAKS;OPT_256_COLORS;OPT_88_COLORS;OPT_BLINK_CURS;OPT_BUILTIN_XPMS;OPT_C1_PRINT;OPT_COLOR_RES;OPT_DABBREV;OPT_DEC_LOCATOR;OPT_DEC_RECTOPS;OPT_EXEC_XTERM;OPT_FOCUS_EVENT;OPT_HIGHLIGHT_COLOR;OPT_HP_FUNC_KEYS;OPT_I18N_SUPPORT;OPT_INPUT_METHOD;OPT_ISO_COLORS;OPT_MAXIMIZE;OPT_NUM_LOCK;OPT_PASTE64;OPT_READLINE;OPT_REGIS_GRAPHICS;OPT_RENDERFONT;OPT_SAME_NAME;OPT_SCO_FUNC_KEYS;OPT_SESSION_MGT;OPT_SHIFT_FONTS;OPT_SIXEL_GRAPHICS;OPT_SUNPC_KBD;OPT_SUN_FUNC_KEYS;OPT_TCAP_FKEYS;OPT_TCAP_QUERY;OPT_TEK4014;OPT_TOOLBAR;OPT_TRACE;OPT_VT52_MODE;OPT_WIDE_ATTRS;OPT_WIDE_CHARS;PATH_MAX;PIXMAP_ROOTDIR;PROCFS_ROOT;SYSV;S_IXOTH;TTYSIZE_STRUCT;ULONG_MAX;VMS;WIFEXITED;XUrgencyHint;X_GETTIMEOFDAY;XtSpecificationRelease;__VMS
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/xterm-3.3.0/_cppstats_featurelocations/precompose.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/xterm-3.3.0/_cppstats_featurelocations/precompose.h.xml,PRECOMPOSE_H
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/xterm-3.3.0/_cppstats_featurelocations/print.c.xml,OPT_DEC_CHRSET;OPT_ISO_COLORS;OPT_PC_COLORS;OPT_PRINT_COLORS;OPT_PRINT_ON_EXIT;OPT_SCREEN_DUMPS;OPT_WIDE_ATTRS;OPT_WIDE_CHARS;VMS
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/xterm-3.3.0/_cppstats_featurelocations/ptydata.c.xml,ALLOWLOGGING;EAGAIN;EWOULDBLOCK;NO_LEAKS;OPT_TRACE;OPT_WIDER_ICHAR;OPT_WIDE_CHARS;SVR4;VMS;__CYGWIN__;__FreeBSD__;i386;sun
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/xterm-3.3.0/_cppstats_featurelocations/ptyx.h.xml,ALLOWLOGGING;ATT;CRAY;DEBUG;DFT_COLORMODE;DFT_DECID;DFT_KBD_DIALECT;HAVE_CONFIG_H;HAVE_STDINT_H;HAVE_TYPE_XFTCHARSPEC;MAXPTTYS;MIN_ANSI_COLORS;NDEBUG;NO_ACTIVE_ICON;NUM_ANSI_COLORS;OPT_256_COLORS;OPT_88_COLORS;OPT_AIX_COLORS;OPT_ALLOW_XXX_OPS;OPT_BLINK_CURS;OPT_BLINK_TEXT;OPT_BOX_CHARS;OPT_BROKEN_OSC;OPT_BROKEN_ST;OPT_BUILTIN_XPMS;OPT_C1_PRINT;OPT_CLIP_BOLD;OPT_COLOR_CLASS;OPT_COLOR_RES;OPT_DABBREV;OPT_DEC_CHRSET;OPT_DEC_LOCATOR;OPT_DEC_RECTOPS;OPT_DEC_SOFTFONT;OPT_DOUBLE_BUFFER;OPT_EBCDIC;OPT_EXEC_XTERM;OPT_EXTRA_PASTE;OPT_FIFO_LINES;OPT_FOCUS_EVENT;OPT_GRAPHICS;OPT_HIGHLIGHT_COLOR;OPT_HP_FUNC_KEYS;OPT_I18N_SUPPORT;OPT_INITIAL_ERASE;OPT_INPUT_METHOD;OPT_ISO_COLORS;OPT_LOAD_VTFONTS;OPT_LUIT_PROG;OPT_MAXIMIZE;OPT_MINI_LUIT;OPT_MOD_FKEYS;OPT_NUM_LOCK;OPT_PASTE64;OPT_PC_COLORS;OPT_PRINT_COLORS;OPT_PRINT_ON_EXIT;OPT_PTY_HANDSHAKE;OPT_READLINE;OPT_REGIS_GRAPHICS;OPT_RENDERFONT;OPT_RENDERWIDE;OPT_REPORT_CCLASS;OPT_REPORT_COLORS;OPT_REPORT_FONTS;OPT_SAME_NAME;OPT_SAVE_LINES;OPT_SCO_FUNC_KEYS;OPT_SCREEN_DUMPS;OPT_SCROLL_LOCK;OPT_SELECTION_OPS;OPT_SELECT_REGEX;OPT_SESSION_MGT;OPT_SHIFT_FONTS;OPT_SIXEL_GRAPHICS;OPT_SUNPC_KBD;OPT_SUN_FUNC_KEYS;OPT_TCAP_FKEYS;OPT_TCAP_QUERY;OPT_TEK4014;OPT_TOOLBAR;OPT_TRACE;OPT_TRACE_FLAGS;OPT_VT52_MODE;OPT_WIDER_ICHAR;OPT_WIDE_ATTRS;OPT_WIDE_CHARS;OPT_XMC_GLITCH;OPT_ZICONBEEP;PTYCHAR1;PTYCHAR2;PTYCHARLEN;PTYDEV;PTYFORMAT;PUCC_PTYD;RES_OFFSET;SCROLLBAR_RIGHT;SVR4;SYSV;SunXK_F36;TRACE;TRACE2;TRACE_ARGV;TRACE_CHILD;TRACE_CLOSE;TRACE_FOCUS;TRACE_HINTS;TRACE_IDS;TRACE_OPTS;TRACE_TRANS;TRACE_WIN_ATTRS;TRACE_WM_HINTS;TRACE_XRES;TTYDEV;TTYFORMAT;USE_HANDSHAKE;USE_PTS_DEVICE;VMS;XFT_VERSION;XRENDERFONT;X_NOT_POSIX;XtNdieCallback;XtNsaveCallback;XtSpecificationRelease;_ALL_SOURCE;_CONST_X_STRING;__APPLE__;__CYGWIN__;__DragonFly__;__FreeBSD__;__GLIBC_MINOR__;__GLIBC__;__MVS__;__NetBSD__;__OpenBSD__;__hpux;__osf__;__sgi;att;i386;included_ptyx_h;linux;sun
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/xterm-3.3.0/_cppstats_featurelocations/resize.c.xml,CANT_OPEN_DEV_TTY;TTYSIZE_STRUCT;USE_ANY_SYSV_TERMIO;USE_IGNORE_RC;USE_STRUCT_WINSIZE;USE_TERMCAP;USE_TERMINFO;USE_TERMIOS;USG;__MVS__;__OpenBSD__;__QNX__;__SCO__;__UNIXWARE__;__minix;linux
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/xterm-3.3.0/_cppstats_featurelocations/screen.c.xml,NO_ACTIVE_ICON;OPT_BLINK_TEXT;OPT_DEC_CHRSET;OPT_DEC_RECTOPS;OPT_DOUBLE_BUFFER;OPT_FIFO_LINES;OPT_ISO_COLORS;OPT_MAXIMIZE;OPT_SAVE_LINES;OPT_TEK4014;OPT_TRACE;OPT_WIDE_ATTRS;OPT_WIDE_CHARS;SIGWINCH;TIOCGPGRP;TIOCSWINSZ;TTYSIZE_STRUCT;__CYGWIN__
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/xterm-3.3.0/_cppstats_featurelocations/scrollback.c.xml,
/Users/tassiovale/Dropbox/PhD Thesis/preprocessor systems/projects/xterm-3.3.0/_cppstats_featurelocations/scrollbar.c.xml,HAVE_LIB_NEXTAW;HAVE_LIB_XAW;HAVE_LIB_XAW3D;HAVE_LIB_XAW3DXFT;HAVE_LIB_XAWPLUS;HAVE_XKBQUERYEXTENSION;NO_ACTIVE_ICON;OPT_BLINK_CURS;OPT_BLINK_TEXT;OPT_DOUBLE_BUFFER;OPT_MAXIMIZE;OPT_SCROLL_LOCK;OPT_TOOLBAR;OPT_TRACE;SCROLLBAR_RIGHT
